drugNameA,drugNameB,idDrugA,idDrugB,comboId,bliss,loewe,hsa,zip
Fludarabine phosphate,Temozolomide,982,92,592072,-0.5504,0.028,0.028,-0.5503
Matrine,Temozolomide,365,92,591418,-0.5512,0.062,0.062,-0.5511
Raltitrexed,Temozolomide,1608,92,590909,-0.5541,-0.409,-0.409,-0.5536
Raloxifene hydrochloride,Temozolomide,1606,92,590907,-0.5555,0.01,0.01,-0.5553
Almotriptan malate,Temozolomide,471,92,591534,-0.5563,0.041,0.041,-0.5562
Norethindrone,Temozolomide,1404,92,590705,-0.5569,0.059,0.059,-0.5569
Bendamustine hydrochloride,Temozolomide,595,92,591667,-0.5572,0.053,0.053,-0.5571
Dexrazoxane hydrochloride,Temozolomide,828,92,591911,-0.5573,0.028,0.028,-0.5572
Foscarnet sodium,Temozolomide,1004,92,590277,-0.5586,-0.012,-0.012,-0.5584
Clofarabine,Temozolomide,19,92,591314,-0.5609,-0.38,-0.38,-0.5604
S-Ruxolitinib,Temozolomide,1660,92,590964,-0.5613,0.028,0.028,-0.5612
Ammonium glycyrrhizate,Temozolomide,492,92,591557,-0.5651,0.051,0.051,-0.565
Pyridostigmine bromide,Temozolomide,1584,92,590885,-0.5664,0.016,0.016,-0.5663
PIK-75 Hydrochloride,Temozolomide,1481,92,590781,-0.5674,-0.476,-0.476,-0.5669
Flucytosine,Temozolomide,981,92,592071,-0.5676,-0.015,-0.015,-0.5674
Tofacitinib citrate,Temozolomide,1861,92,591174,-0.5682,0.035,0.035,-0.5681
Zafirlukast,Temozolomide,1992,92,591313,-0.5684,0.005,0.005,-0.5683
Malotilate,Temozolomide,1263,92,590553,-0.5691,0.047,0.047,-0.5691
Dacarbazine,Temozolomide,22,92,591342,-0.5692,0.041,0.041,-0.5691
Roxadustat,Temozolomide,954,92,592044,-0.5693,0.025,0.025,-0.5692
Epirubicin hydrochloride,Temozolomide,921,92,592008,-0.5705,-0.173,-0.173,-0.5703
Ivermectin,Temozolomide,1143,92,590425,-0.5709,0.045,0.045,-0.5708
Tegafur,Temozolomide,955,92,592045,-0.5711,0.045,0.045,-0.5711
Tofacitinib,Temozolomide,305,92,591385,-0.5714,0.004,0.004,-0.5713
Repaglinide,Temozolomide,1619,92,590920,-0.5723,0.019,0.019,-0.5722
MK-801,Temozolomide,371,92,591425,-0.5723,0.024,0.024,-0.5722
LY-2608204,Temozolomide,1184,92,590468,-0.5723,0.0429,0.043,-0.5723
Meglumine,Temozolomide,1276,92,590566,-0.5733,0.019,0.019,-0.5732
Clomiphene citrate,Temozolomide,761,92,591842,-0.5738,0.042,0.042,-0.5738
Pinometostat,Temozolomide,893,92,591979,-0.5742,0.027,0.027,-0.5742
Amonafide,Temozolomide,493,92,591559,-0.5753,-0.139,-0.139,-0.575
Amorolfine hydrochloride,Temozolomide,494,92,591560,-0.576,0.04,0.04,-0.5759
Nafcillin sodium,Temozolomide,1359,92,590656,-0.5771,0.039,0.039,-0.577
Naftopidil dihydrochloride,Temozolomide,1361,92,590658,-0.5771,0.039,0.039,-0.577
Adl-5859,Temozolomide,400,92,591457,-0.577,0.039,0.039,-0.577
TAK-700,Temozolomide,1786,92,591097,-0.5773,0.009,0.009,-0.5772
Gatifloxacin,Temozolomide,1040,92,590315,-0.578,0.038,0.038,-0.578
Amisulpride,Temozolomide,489,92,591554,-0.5781,0.038,0.038,-0.578
Vistusertib,Temozolomide,117,92,590462,-0.5782,0.0369,0.037,-0.5783
Biochanin A,Temozolomide,625,92,591698,-0.579,0.037,0.037,-0.5789
Pha-793887,Temozolomide,1476,92,590776,-0.5792,-0.129,-0.129,-0.579
Nafamostat mesylate,Temozolomide,1358,92,590654,-0.5793,0.021,0.021,-0.5792
A-205804,Temozolomide,391,92,591447,-0.5792,0.023,0.023,-0.5792
Y-27632 dihydrochloride,Temozolomide,1981,92,591301,-0.5802,0.025,0.025,-0.5801
Haematoxylin,Temozolomide,1078,92,590355,-0.581,0.035,0.035,-0.5809
Zolmitriptan,Temozolomide,2001,92,591324,-0.581,0.035,0.035,-0.5809
Entecavir hydrate,Temozolomide,914,92,592001,-0.581,0.035,0.035,-0.5809
Caspofungin acetate,Temozolomide,703,92,591781,-0.5812,0.03,0.03,-0.5811
Meropenem,Temozolomide,1287,92,590578,-0.5822,0.032,0.032,-0.5821
Alfacalcidol,Temozolomide,463,92,591525,-0.5832,0.0319,0.032,-0.5833
Vismodegib,Temozolomide,254,92,591355,-0.5838,0.032,0.032,-0.5837
Olsalazine sodium,Temozolomide,1420,92,590722,-0.5839,0.032,0.032,-0.5838
Levetiracetam,Temozolomide,1203,92,590490,-0.585,0.031,0.031,-0.5849
Rizatriptan benzoate,Temozolomide,1640,92,590943,-0.5851,0.031,0.031,-0.585
Nepafenac,Temozolomide,1379,92,590677,-0.5852,0.022,0.022,-0.5851
Maprotiline hydrochloride,Temozolomide,1266,92,590556,-0.5858,0.03,0.03,-0.5858
Zingerone,Temozolomide,1938,92,591257,-0.5858,0.03,0.03,-0.5858
Sanctura,Temozolomide,1898,92,591214,-0.5861,0.03,0.03,-0.586
Ropivacaine hydrochloride,Temozolomide,1648,92,590951,-0.5868,0.029,0.029,-0.5868
Navitoclax,Temozolomide,128,92,590580,-0.5887,-0.376,-0.376,-0.5882
Cysteamine hydrochloride,Temozolomide,790,92,591872,-0.5886,0.027,0.027,-0.5886
Doxorubicin,Temozolomide,33,92,591404,-0.5891,-0.123,-0.123,-0.5889
Tilmicosin,Temozolomide,1851,92,591164,-0.5892,0.021,0.021,-0.5891
Edaravone,Temozolomide,898,92,591984,-0.5892,0.023,0.023,-0.5891
Darifenacin hydrobromide,Temozolomide,813,92,591895,-0.591,0.025,0.025,-0.5909
Rocuronium bromide,Temozolomide,1642,92,590945,-0.5919,0.024,0.024,-0.5918
Nalfon,Temozolomide,964,92,592054,-0.592,0.024,0.024,-0.5919
PCI-34051,Temozolomide,1454,92,590755,-0.5927,0.023,0.023,-0.5927
Hordenine,Temozolomide,1086,92,590363,-0.5929,0.023,0.023,-0.5928
Zonisamide,Temozolomide,2002,92,591325,-0.593,0.023,0.023,-0.593
Daptomycin,Temozolomide,812,92,591894,-0.5934,-0.011,-0.011,-0.5933
Cytisine,Temozolomide,792,92,591874,-0.5939,0.022,0.022,-0.5938
Rufinamide,Temozolomide,1655,92,590959,-0.5941,0.022,0.022,-0.594
Hydroxyzine hydrochloride,Temozolomide,1090,92,590368,-0.5942,0.021,0.021,-0.5941
Dizocilpine,Temozolomide,1248,92,590537,-0.5943,0,0,-0.5942
UNII-0JAU3P8OBM,Temozolomide,1659,92,590963,-0.5949,0.021,0.021,-0.5948
BTZ043 Racemate,Temozolomide,580,92,591651,-0.5948,0.021,0.021,-0.5948
SB-203580,Temozolomide,1666,92,590970,-0.5953,-0.004,-0.004,-0.5952
Mirabegron,Temozolomide,1317,92,590611,-0.5961,0.02,0.02,-0.596
Dienogest,Temozolomide,841,92,591924,-0.596,0.02,0.02,-0.596
Tetrahydrozoline hydrochloride,Temozolomide,1838,92,591150,-0.5967,0.019,0.019,-0.5966
Ethionamide,Temozolomide,945,92,592034,-0.597,0.019,0.019,-0.5969
Tetramisole,Temozolomide,373,92,591427,-0.5972,0.009,0.009,-0.5971
Pacritinib,Temozolomide,1495,92,590796,-0.5977,-0.555,-0.555,-0.5972
Cyclocytidine hydrochloride,Temozolomide,784,92,591866,-0.5979,-0.259,-0.259,-0.5976
Oxcarbazepine,Temozolomide,1436,92,590737,-0.5981,0.018,0.018,-0.598
Naphazoline hydrochloride,Temozolomide,1366,92,590663,-0.5988,0.017,0.017,-0.5987
GSK-2636771,Temozolomide,1022,92,590295,-0.5991,0.017,0.017,-0.5991
Genipin,Temozolomide,1042,92,590317,-0.5994,-0.018,-0.018,-0.5993
Melatonin,Temozolomide,1277,92,590567,-0.6,0.016,0.016,-0.5999
Spectracef,Temozolomide,707,92,591785,-0.6,0.016,0.016,-0.6
Metolazone,Temozolomide,1303,92,590596,-0.6001,0.016,0.016,-0.6001
Calcitriol,Temozolomide,684,92,591760,-0.6002,0.0149,0.015,-0.6002
Geodon,Temozolomide,2000,92,591323,-0.6012,0.015,0.015,-0.6011
Xolegel,Temozolomide,1163,92,590445,-0.6014,-0.024,-0.024,-0.6013
Balofloxacin,Temozolomide,586,92,591657,-0.6019,0.014,0.014,-0.6019
BIBR-1532,Temozolomide,561,92,591631,-0.6021,0.014,0.014,-0.602
Laquinimod,Temozolomide,1201,92,590488,-0.6023,-0.017,-0.017,-0.6022
Sant-1,Temozolomide,1662,92,590966,-0.6025,0.0129,0.013,-0.6025
Drospirenone,Temozolomide,880,92,591964,-0.6026,0.013,0.013,-0.6026
Sorbitol,Temozolomide,1743,92,591051,-0.6029,0.013,0.013,-0.6028
Amlodipine,Temozolomide,491,92,591556,-0.6028,0.013,0.013,-0.6028
Tianeptine sodium,Temozolomide,1846,92,591158,-0.6031,0.013,0.013,-0.603
AZD-7762,Temozolomide,119,92,590485,-0.6038,-0.568,-0.568,-0.6032
Alizapride hydrochloride,Temozolomide,467,92,591529,-0.6039,0.012,0.012,-0.6039
Fasudil hydrochloride,Temozolomide,959,92,592049,-0.604,0.012,0.012,-0.6039
Luliconazole,Temozolomide,1235,92,590523,-0.6043,-0.013,-0.013,-0.6042
Honokiol,Temozolomide,1085,92,590362,-0.6049,0.011,0.011,-0.6048
Carboplatin,Temozolomide,14,92,590793,-0.6051,0.011,0.011,-0.6051
Bms-707035,Temozolomide,572,92,591643,-0.606,0.01,0.01,-0.6059
Spectinomycin hydrochloride,Temozolomide,1747,92,591055,-0.6061,0.01,0.01,-0.606
Adapalene,Temozolomide,454,92,591515,-0.6064,-0.345,-0.345,-0.606
Felbamate,Temozolomide,960,92,592050,-0.6069,0.009,0.009,-0.6068
Camptosar,Temozolomide,1130,92,590411,-0.6075,-0.366,-0.366,-0.6071
Methazolamide,Temozolomide,1292,92,590584,-0.6077,0.008,0.008,-0.6077
Camptothecin,Temozolomide,687,92,591763,-0.6082,-0.477,-0.477,-0.6077
3-Aminobenzamide,Temozolomide,1101,92,590379,-0.6079,0.008,0.008,-0.6079
Ethinyl estradiol,Temozolomide,272,92,591366,-0.608,0.008,0.008,-0.608
Dexmedetomidine,Temozolomide,827,92,591910,-0.6085,-0.04,-0.04,-0.6083
TCS PIM-1 4a,Temozolomide,1688,92,590992,-0.6088,0.007,0.007,-0.6088
Tempol,Temozolomide,1825,92,591136,-0.6092,-0.004,-0.004,-0.6091
Bazedoxifene hydrochloride,Temozolomide,590,92,591662,-0.6092,0.0059,0.006,-0.6092
Mestranol,Temozolomide,1290,92,590582,-0.6098,0.006,0.006,-0.6097
S3I-201,Temozolomide,1661,92,590965,-0.61,0.006,0.006,-0.61
Bleomycin sulfate,Temozolomide,631,92,591704,-0.6105,-0.363,-0.363,-0.6101
Ritonavir,Temozolomide,235,92,591344,-0.6104,0.0049,0.005,-0.6104
Ritodrine hydrochloride,Temozolomide,1637,92,590939,-0.6109,0.005,0.005,-0.6108
Volasertib,Temozolomide,1957,92,591276,-0.6113,-0.337,-0.337,-0.6109
Acetylcysteine,Temozolomide,449,92,591510,-0.611,0.005,0.005,-0.6109
Chlorpropamide,Temozolomide,726,92,591806,-0.611,0.005,0.005,-0.6109
Naproxen,Temozolomide,1367,92,590664,-0.6118,0.004,0.004,-0.6118
PIK-293,Temozolomide,1479,92,590779,-0.612,0.004,0.004,-0.6119
Silodosin,Temozolomide,1723,92,591031,-0.612,0.004,0.004,-0.6119
Tizanidine hydrochloride,Temozolomide,1860,92,591173,-0.612,0.004,0.004,-0.612
Dichlorphenamide,Temozolomide,833,92,591916,-0.6124,-0.033,-0.033,-0.6123
Gemcitabine,Temozolomide,45,92,591520,-0.6128,-0.424,-0.424,-0.6124
Doryx,Temozolomide,875,92,591958,-0.6128,0.003,0.003,-0.6128
Fluvoxamine maleate,Temozolomide,998,92,592089,-0.6128,0.003,0.003,-0.6128
Methimazole,Temozolomide,1294,92,590587,-0.6131,0.003,0.003,-0.613
Piracetam,Temozolomide,1536,92,590837,-0.613,0.003,0.003,-0.613
Kytril,Temozolomide,1062,92,590338,-0.6134,-0.043,-0.043,-0.6133
Histamine dihydrochloride,Temozolomide,1083,92,590360,-0.6139,0.002,0.002,-0.6138
Otilonium Bromide,Temozolomide,1432,92,590734,-0.614,0.002,0.002,-0.614
SB-216763,Temozolomide,1667,92,590971,-0.6142,-0.01,-0.01,-0.6141
Prasugrel,Temozolomide,1556,92,590857,-0.615,0.001,0.001,-0.6149
Varenicline tartrate,Temozolomide,1940,92,591260,-0.615,0.001,0.001,-0.615
Talc,Temozolomide,1808,92,591119,-0.6156,0,0,-0.6156
Capecitabine,Temozolomide,13,92,590692,-0.616,0,0,-0.6159
Enalaprilat dihydrate,Temozolomide,909,92,591996,-0.616,0,0,-0.6159
Caffeic acid,Temozolomide,681,92,591757,-0.6168,-0.001,-0.001,-0.6168
Levofloxacin,Temozolomide,1206,92,590493,-0.617,-0.001,-0.001,-0.6169
Probucol,Temozolomide,1569,92,590870,-0.6169,-0.001,-0.001,-0.6169
Buparlisib,Temozolomide,118,92,590473,-0.6178,-0.433,-0.433,-0.6174
Pyrazolanthrone,Temozolomide,214,92,591332,-0.618,-0.615,-0.615,-0.6174
Vonoprazan Fumarate,Temozolomide,1784,92,591095,-0.6183,-0.021,-0.021,-0.6182
Ciclopirox olamine,Temozolomide,734,92,591814,-0.6189,-0.285,-0.285,-0.6186
Brivanib alaninate,Temozolomide,636,92,591709,-0.6187,-0.003,-0.003,-0.6187
Bumetanide,Temozolomide,645,92,591719,-0.6189,-0.003,-0.003,-0.6189
Pyrithione ZINC,Temozolomide,1999,92,591322,-0.62,-0.62,-0.62,-0.6194
BGT-226 maleate,Temozolomide,560,92,591630,-0.62,-0.62,-0.62,-0.6194
Fimepinostat,Temozolomide,677,92,591753,-0.62,-0.62,-0.62,-0.6194
SB-408124,Temozolomide,1670,92,590974,-0.6196,-0.004,-0.004,-0.6196
Mevastatin,Temozolomide,1306,92,590599,-0.6197,-0.004,-0.004,-0.6197
Phenylbutazone,Temozolomide,1519,92,590820,-0.6198,-0.004,-0.004,-0.6198
Flumazenil,Temozolomide,984,92,592074,-0.6202,-0.013,-0.013,-0.6201
Ixazomib,Temozolomide,1254,92,590544,-0.621,-0.62,-0.62,-0.6204
Elaiophylin,Temozolomide,901,92,591988,-0.621,-0.62,-0.62,-0.6204
Nicaraven,Temozolomide,1383,92,590681,-0.6208,-0.005,-0.005,-0.6207
Pravastatin sodium,Temozolomide,1557,92,590858,-0.6209,-0.005,-0.005,-0.6209
Triclabendazole,Temozolomide,1889,92,591204,-0.6214,-0.046,-0.046,-0.6213
Bortezomib,Temozolomide,11,92,590478,-0.622,-0.617,-0.617,-0.6214
Z-Leu-leu-leu-al,Temozolomide,1241,92,590530,-0.622,-0.618,-0.618,-0.6214
Oprozomib,Temozolomide,1424,92,590726,-0.622,-0.62,-0.62,-0.6214
Clomipramine hydrochloride,Temozolomide,762,92,591843,-0.6215,-0.0061,-0.006,-0.6215
Argatroban,Temozolomide,521,92,591588,-0.6217,-0.006,-0.006,-0.6217
Reboxetine mesylate,Temozolomide,1616,92,590917,-0.6218,-0.006,-0.006,-0.6218
Omnicef,Temozolomide,706,92,591784,-0.6219,-0.006,-0.006,-0.6218
Nelarabine,Temozolomide,70,92,591787,-0.622,-0.006,-0.006,-0.6219
Sulbactam,Temozolomide,1756,92,591065,-0.6222,-0.008,-0.008,-0.6221
Carfilzomib,Temozolomide,110,92,590387,-0.623,-0.618,-0.618,-0.6224
Terazosin hydrochloride dihydrate,Temozolomide,1830,92,591142,-0.6228,-0.007,-0.007,-0.6227
Benazepril hydrochloride,Temozolomide,594,92,591666,-0.6227,-0.007,-0.007,-0.6227
Thalidomide,Temozolomide,94,92,592038,-0.6229,-0.007,-0.007,-0.6229
Tripelennamine hydrochloride,Temozolomide,1894,92,591210,-0.6231,-0.007,-0.007,-0.623
Tanshinone IIA,Temozolomide,1814,92,591125,-0.6237,-0.0092,-0.009,-0.6238
Cinepazide maleate,Temozolomide,744,92,591824,-0.6239,-0.008,-0.008,-0.6239
Voxtalisib,Temozolomide,1664,92,590968,-0.6241,-0.008,-0.008,-0.6241
Quisinostat,Temozolomide,1593,92,590894,-0.625,-0.62,-0.62,-0.6244
Ciclopirox,Temozolomide,733,92,591813,-0.6248,-0.265,-0.265,-0.6245
Asiatic acid,Temozolomide,529,92,591596,-0.6246,-0.009,-0.009,-0.6246
Ramelteon,Temozolomide,1609,92,590910,-0.6249,-0.009,-0.009,-0.6249
Tenofovir disoproxil fumarate,Temozolomide,1827,92,591138,-0.6249,-0.009,-0.009,-0.6249
Prilocaine,Temozolomide,1564,92,590865,-0.625,-0.009,-0.009,-0.625
Mosapride citrate,Temozolomide,1330,92,590625,-0.6251,-0.009,-0.009,-0.6251
Delanzomib,Temozolomide,658,92,591733,-0.626,-0.618,-0.618,-0.6254
SB-415286,Temozolomide,1671,92,590975,-0.6257,-0.01,-0.01,-0.6257
Enrofloxacin,Temozolomide,912,92,591999,-0.6257,-0.01,-0.01,-0.6257
Nattokinase,Temozolomide,1256,92,590546,-0.627,-0.619,-0.619,-0.6264
Onx-0914,Temozolomide,1410,92,590712,-0.627,-0.62,-0.62,-0.6264
SN 38 Lactone,Temozolomide,87,92,591962,-0.6271,-0.481,-0.481,-0.6266
Sotalol,Temozolomide,1744,92,591052,-0.6268,-0.011,-0.011,-0.6267
Diamminedichloroplatinum,Temozolomide,29,92,591381,-0.6268,-0.011,-0.011,-0.6268
Andarine,Temozolomide,506,92,591573,-0.6269,-0.011,-0.011,-0.6269
Etodolac,Temozolomide,947,92,592036,-0.627,-0.011,-0.011,-0.627
Detrol,Temozolomide,1869,92,591182,-0.6279,-0.012,-0.012,-0.6279
Avagacestat,Temozolomide,541,92,591609,-0.6279,-0.012,-0.012,-0.6279
Detomidine hydrochloride,Temozolomide,825,92,591908,-0.6281,-0.012,-0.012,-0.628
STF-118804,Temozolomide,1694,92,591000,-0.6289,-0.618,-0.618,-0.6283
Synephrine hydrochloride,Temozolomide,1780,92,591091,-0.6286,-0.013,-0.013,-0.6286
2-Thiouracil,Temozolomide,379,92,591434,-0.6289,-0.013,-0.013,-0.6288
Spironolactone,Temozolomide,1749,92,591058,-0.6291,-0.013,-0.013,-0.6291
Allapinine,Temozolomide,1200,92,590487,-0.6298,-0.014,-0.014,-0.6298
Amfenac sodium hydrate,Temozolomide,482,92,591546,-0.63,-0.014,-0.014,-0.6299
Diacerein,Temozolomide,830,92,591913,-0.6299,-0.014,-0.014,-0.6299
Alphagan,Temozolomide,634,92,591707,-0.63,-0.014,-0.014,-0.63
LY-294002,Temozolomide,1189,92,590474,-0.6306,-0.015,-0.015,-0.6306
Scopolamine hydrobromide,Temozolomide,1711,92,591018,-0.6308,-0.015,-0.015,-0.6308
Rociletinib,Temozolomide,670,92,591746,-0.6314,-0.056,-0.056,-0.6313
Pramipexole,Temozolomide,1551,92,590852,-0.6316,-0.016,-0.016,-0.6316
Oxeladin citrate,Temozolomide,1437,92,590738,-0.6317,-0.016,-0.016,-0.6317
Azilsartan medoxomil,Temozolomide,553,92,591622,-0.6318,-0.016,-0.016,-0.6318
Hmn-214,Temozolomide,1074,92,590351,-0.6328,-0.437,-0.437,-0.6323
Dacinostat,Temozolomide,1176,92,590459,-0.6329,-0.619,-0.619,-0.6323
TG-003,Temozolomide,1794,92,591105,-0.6324,-0.062,-0.062,-0.6323
Tenovin-1,Temozolomide,1828,92,591139,-0.6325,-0.076,-0.076,-0.6324
Lidocaine,Temozolomide,1211,92,590499,-0.6329,-0.017,-0.017,-0.6328
Selumetinib,Temozolomide,137,92,590676,-0.6334,-0.0181,-0.018,-0.6334
Priftin,Temozolomide,1629,92,590931,-0.6337,-0.018,-0.018,-0.6337
Tubastatin A hydrochloride,Temozolomide,1901,92,591217,-0.6338,-0.018,-0.018,-0.6338
Org27569,Temozolomide,1425,92,590727,-0.634,-0.018,-0.018,-0.634
Crizotinib,Temozolomide,168,92,590993,-0.6344,-0.212,-0.212,-0.6341
MEK1/2 Inhibitor,Temozolomide,1687,92,590991,-0.6346,-0.019,-0.019,-0.6346
Neohesperidin,Temozolomide,1378,92,590675,-0.6348,-0.019,-0.019,-0.6347
Sorafenib tosylate,Temozolomide,1742,92,591050,-0.6347,-0.019,-0.019,-0.6347
Cytarabine,Temozolomide,21,92,591335,-0.6352,-0.342,-0.342,-0.6348
Itraconazole,Temozolomide,277,92,591370,-0.6359,-0.612,-0.612,-0.6353
Penicillin G sodium,Temozolomide,1509,92,590810,-0.6355,-0.0201,-0.02,-0.6355
Diclofenac sodium,Temozolomide,837,92,591920,-0.6356,-0.02,-0.02,-0.6356
Lornoxicam,Temozolomide,1229,92,590517,-0.6359,-0.02,-0.02,-0.6358
Nefopam hydrochloride,Temozolomide,1377,92,590674,-0.6358,-0.02,-0.02,-0.6358
Ondansetron hydrochloride,Temozolomide,1423,92,590725,-0.6359,-0.02,-0.02,-0.6358
Topiramate,Temozolomide,294,92,591379,-0.6358,-0.02,-0.02,-0.6358
Mizoribine,Temozolomide,1320,92,590615,-0.6359,-0.02,-0.02,-0.6359
AS-252424,Temozolomide,298,92,591380,-0.6359,-0.02,-0.02,-0.6359
Prucalopride,Temozolomide,1579,92,590880,-0.6361,-0.02,-0.02,-0.636
Tropisetron,Temozolomide,1897,92,591213,-0.6361,-0.02,-0.02,-0.636
Agomelatine,Temozolomide,461,92,591523,-0.6361,-0.02,-0.02,-0.636
Gossypol,Temozolomide,2005,92,591328,-0.636,-0.0211,-0.021,-0.6361
Trichostatin A,Temozolomide,1887,92,591201,-0.6369,-0.618,-0.618,-0.6363
Methotrexate,Temozolomide,63,92,591712,-0.6369,-0.457,-0.457,-0.6364
Rosiglitazone,Temozolomide,237,92,591345,-0.6365,-0.0211,-0.021,-0.6365
Naringenin,Temozolomide,1369,92,590666,-0.6366,-0.021,-0.021,-0.6366
Bimatoprost,Temozolomide,623,92,591696,-0.6367,-0.021,-0.021,-0.6367
Methenamine,Temozolomide,1293,92,590586,-0.6368,-0.021,-0.021,-0.6368
Bromhexine hydrochloride,Temozolomide,638,92,591711,-0.6369,-0.021,-0.021,-0.6369
Alogliptin,Temozolomide,473,92,591536,-0.6371,-0.021,-0.021,-0.637
Altretamine,Temozolomide,4,92,591558,-0.6373,-0.048,-0.048,-0.6372
Formoterol hemifumarate,Temozolomide,1001,92,590274,-0.6376,-0.022,-0.022,-0.6376
Guaifenesin,Temozolomide,1064,92,590340,-0.6377,-0.022,-0.022,-0.6377
Leflunomide,Temozolomide,278,92,591371,-0.6378,-0.022,-0.022,-0.6378
Trilostane,Temozolomide,1892,92,591207,-0.638,-0.022,-0.022,-0.6379
Trifluoperazine dihydrochloride,Temozolomide,1890,92,591205,-0.638,-0.022,-0.022,-0.638
AM251,Temozolomide,410,92,591467,-0.6383,-0.045,-0.045,-0.6382
Birinapant,Temozolomide,628,92,591701,-0.6385,-0.071,-0.071,-0.6383
MK-0752,Temozolomide,1243,92,590532,-0.6387,-0.023,-0.023,-0.6386
Uridine,Temozolomide,1916,92,591233,-0.6388,-0.023,-0.023,-0.6387
Cimetidine,Temozolomide,740,92,591820,-0.6387,-0.023,-0.023,-0.6387
Ebastine,Temozolomide,896,92,591982,-0.639,-0.0241,-0.024,-0.6391
Meloxicam,Temozolomide,1278,92,590568,-0.6397,-0.024,-0.024,-0.6397
Celecoxib,Temozolomide,16,92,590998,-0.6397,-0.024,-0.024,-0.6397
Triciribine,Temozolomide,1888,92,591202,-0.6399,-0.145,-0.145,-0.6397
Irbesartan,Temozolomide,1129,92,590410,-0.6398,-0.024,-0.024,-0.6398
Tioconazole,Temozolomide,1854,92,591167,-0.6399,-0.024,-0.024,-0.6398
Voriconazole,Temozolomide,1958,92,591277,-0.6398,-0.024,-0.024,-0.6398
Phenazopyridine hydrochloride,Temozolomide,1512,92,590813,-0.6399,-0.024,-0.024,-0.6399
Estrone,Temozolomide,941,92,592030,-0.64,-0.024,-0.024,-0.6399
Chlorothiazide,Temozolomide,722,92,591802,-0.6402,-0.025,-0.025,-0.6401
Clobetasol propionate,Temozolomide,758,92,591838,-0.6402,-0.0263,-0.026,-0.6404
Phlorizin,Temozolomide,1524,92,590825,-0.6407,-0.025,-0.025,-0.6406
Ronidazole,Temozolomide,1646,92,590949,-0.6407,-0.025,-0.025,-0.6406
