drugNameA,drugNameB,idDrugA,idDrugB,comboId,bliss,loewe,hsa,zip
Pictilisib,Vorinostat,140,106,376014,-1.0201,-0.208,-0.3855,4.7563
GSK2334470,SB-225002,172,181,376316,-1.0611,-0.4601,-0.4773,4.7517
GSK2334470,Pemetrexed,172,77,376324,-1.068,-0.472,-0.4745,4.7481
Crizotinib,Dasatinib,168,24,376226,-1.1776,-0.4345,-0.5131,4.7337
GSK2334470,Oligomycins,172,178,377152,-0.994,-0.2382,-0.3578,4.7326
Dasatinib,GSK2334470,24,172,378162,-1.1667,-0.4906,-0.5357,4.722
Venetoclax,Zocor,163,182,378626,-0.9809,-0.464,-0.4743,4.7192
Azd-1480,Dasatinib,132,24,377632,-1.0735,-0.3982,-0.3982,4.7171
AZD-8055,GSK2334470,116,172,376630,-0.9623,-0.1895,-0.2409,4.717
IMD-0354,Vorinostat,174,106,376345,-1.1069,-0.1369,-0.4587,4.7118
JQ1 Compound,MK-2206,175,68,377213,-1.1253,-0.3493,-0.4132,4.7112
AZD-8055,MK-2206,116,68,376647,-1.0005,-0.2253,-0.27,4.7105
GSK2334470,Alisertib,172,177,377151,-1.0076,-0.1739,-0.3128,4.709
GSK2334470,JQ1 Compound,172,175,377149,-1.0349,-0.2047,-0.3281,4.7056
MK-2206,Sepantronium Bromide,68,184,376557,-1.1584,-0.5295,-0.5295,4.7032
Venetoclax,Pictilisib,163,140,376884,-0.8777,-0.08,-0.1216,4.7008
Venetoclax,Alisertib,163,177,376899,-0.857,-0.0722,-0.1548,4.7001
Dasatinib,Vorinostat,24,106,379017,-1.1568,-0.3413,-0.4597,4.6998
Foretinib,GSK2334470,171,172,377987,-1.2194,-0.4836,-0.5377,4.697
AZD-8055,Crizotinib,116,168,376626,-1.1199,-0.3539,-0.3903,4.6966
Fluorouracil,Venetoclax,41,163,379082,-1.0072,-0.3042,-0.3197,4.6966
Azd-1480,Trametinib,132,131,376746,-0.8298,-0.0741,-0.077,4.6951
MK-2206,Paclitaxel,68,76,376559,-1.3149,-0.6218,-0.6218,4.6873
Alpelisib,GSK2334470,130,172,376699,-0.984,-0.1122,-0.2204,4.6862
MK2a Inhibitor,Thapsigargin,166,183,377004,-0.9303,-0.2517,-0.2334,4.685
Pictilisib,MK-2206,140,68,377692,-1.2669,-0.4898,-0.5426,4.6709
Venetoclax,Pemetrexed,163,77,376913,-0.9054,-0.0614,-0.0852,4.6571
MK-2206,Alisertib,68,177,378272,-1.2526,-0.4028,-0.4668,4.6551
Erlotinib,GSK2334470,34,172,377331,-1.0367,-0.2101,-0.2346,4.6525
GSK2334470,Alisertib,172,177,378873,-1.3333,-0.577,-0.5696,4.6496
GSK650394A,Vorinostat,173,106,376326,-1.3006,-0.59,-0.59,4.6483
MK-2206,Alisertib,68,177,379133,-1.3963,-0.6179,-0.6341,4.6454
Paclitaxel,Piperlongumine,76,180,378285,-1.4413,-0.6712,-0.6856,4.6422
BRD-7389,GSK2334470,165,172,376124,-0.9923,-0.1924,-0.2134,4.6385
BRD-7389,Crizotinib,165,168,376958,-1.0474,-0.1281,-0.2239,4.6369
AZD-8055,GSK2334470,116,172,378352,-1.1183,-0.3274,-0.3276,4.6349
Piperlongumine,Vorinostat,180,106,378985,-1.5595,-0.7482,-0.7706,4.6308
GSK2334470,IMD-0354,172,174,378009,-1.1816,-0.3227,-0.3994,4.6307
GSK2334470,SB-225002,172,181,378016,-1.1879,-0.2934,-0.396,4.6276
Venetoclax,Vorinostat,163,106,378598,-1.0507,-0.2527,-0.2537,4.6239
Alvocidib,MK-2206,170,68,377979,-1.3595,-0.4995,-0.5261,4.6212
Venetoclax,MK2a Inhibitor,163,166,378610,-1.0041,-0.1887,-0.2095,4.6195
Dasatinib,GSK2334470,24,172,379023,-1.132,-0.3406,-0.3407,4.6195
Paclitaxel,Thapsigargin,76,183,378288,-1.3697,-0.6,-0.6,4.6189
Crizotinib,Dasatinib,168,24,378786,-1.2481,-0.4482,-0.4548,4.6176
GSK2334470,Paclitaxel,172,76,378884,-1.4331,-0.6406,-0.6407,4.6151
GSK2334470,IMD-0354,172,174,376309,-1.06,-0.193,-0.2276,4.6091
Pemetrexed,Piperlongumine,77,180,377433,-1.38,-0.5347,-0.539,4.6087
BRD-7389,MK-2206,165,68,376141,-1.1943,-0.4005,-0.4005,4.6071
Fluorouracil,GSK2334470,41,172,378230,-1.0744,-0.1404,-0.2454,4.6064
Afatinib,GSK2334470,133,172,376792,-1.0743,-0.2789,-0.2449,4.605
GSK2334470,Piperlongumine,172,180,378015,-1.3653,-0.4709,-0.5126,4.6037
MK-2206,Oligomycins,68,178,378273,-1.3937,-0.467,-0.5306,4.6024
Alvocidib,Piperlongumine,170,180,377972,-1.3764,-0.5208,-0.5245,4.6007
GSK2334470,Vorinostat,172,106,378006,-1.4054,-0.4897,-0.5547,4.5955
Crizotinib,Piperlongumine,168,180,377059,-1.2115,-0.3281,-0.3573,4.5951
Afatinib,MK-2206,133,68,377670,-1.2512,-0.3368,-0.3867,4.5944
GSK2334470,Vorinostat,172,106,377145,-1.2014,-0.3444,-0.3444,4.5921
GSK2334470,Piperlongumine,172,180,377154,-1.1647,-0.274,-0.3168,4.5896
GSK2334470,Thapsigargin,172,183,377157,-1.0392,-0.2005,-0.1881,4.5869
BRD-7389,MK-2206,165,68,377840,-1.2263,-0.2773,-0.3619,4.5868
GSK2334470,Pemetrexed,172,77,378024,-1.2026,-0.3158,-0.3495,4.5854
Foretinib,GSK2334470,171,172,378848,-1.1891,-0.3394,-0.3368,4.5824
IMD-0354,Zocor,174,182,378054,-1.3434,-0.5042,-0.4997,4.5813
Erlotinib,GSK2334470,34,172,378192,-1.2577,-0.3609,-0.3905,4.5787
BRD-7389,MK-2206,165,68,378701,-1.2457,-0.325,-0.3348,4.5685
Dovitinib,MK-2206,169,68,377955,-1.1361,-0.2127,-0.2376,4.5611
Dovitinib,GSK2334470,169,172,378800,-1.3362,-0.4352,-0.431,4.5534
Erlotinib,GSK2334470,34,172,379053,-1.2978,-0.3864,-0.3842,4.5524
Erlotinib,Piperlongumine,34,180,378200,-1.3994,-0.427,-0.4642,4.5451
Venetoclax,Piperlongumine,163,180,378624,-1.244,-0.2845,-0.3105,4.5432
Afatinib,Piperlongumine,133,180,376800,-1.2622,-0.3613,-0.3507,4.5418
Crizotinib,Piperlongumine,168,180,378781,-1.3799,-0.4167,-0.4391,4.5415
GSK2334470,Piperlongumine,172,180,378876,-1.4117,-0.4742,-0.4748,4.5411
Venetoclax,GSK2334470,163,172,378616,-1.0888,-0.1417,-0.135,4.5343
GSK650394A,Vorinostat,173,106,377165,-1.1408,-0.2792,-0.1978,4.5255
GSK650394A,MK-2206,173,68,378902,-1.4521,-0.4834,-0.4835,4.521
Carfilzomib,Carfilzomib,110,110,377448,-0.2046,-0.2341,-0.234,-0.0822
Sepantronium Bromide,Sepantronium Bromide,184,184,377283,-0.1761,-0.0723,-0.1429,-0.0825
AZD-7762,AZD-7762,119,119,375902,-0.122,-0.0392,-0.0578,-0.0831
Alvespimycin,AZD-7762,162,119,376039,-0.1315,-0.0183,-0.0616,-0.0922
Carfilzomib,Pevonedistat,110,176,375854,-0.1665,-0.1161,-0.1454,-0.094
Carfilzomib,Gemcitabine,110,45,375866,-0.1829,-0.1626,-0.1618,-0.0955
Carfilzomib,Oligomycins,110,178,375856,-0.1972,-0.1726,-0.1762,-0.104
Alvespimycin,Alvespimycin,162,162,376045,-0.1375,-0.0009,-0.0619,-0.1059
Alvespimycin,Gemcitabine,162,45,376072,-0.1682,-0.0532,-0.0616,-0.1237
Alvespimycin,Pevonedistat,162,176,376059,-0.1844,-0.0472,-0.0871,-0.1354
Carfilzomib,PF-431396,110,179,375857,-0.2548,-0.2331,-0.2338,-0.1361
AZD-7762,Pevonedistat,119,176,375919,-0.2221,-0.0601,-0.1161,-0.139
AZD-7762,Gemcitabine,119,45,375931,-0.2598,-0.1491,-0.1484,-0.1405
AZD-7762,Oligomycins,119,178,375921,-0.239,-0.1191,-0.1277,-0.149
Alvespimycin,Oligomycins,162,178,376061,-0.247,-0.1288,-0.1395,-0.1513
Pevonedistat,Pevonedistat,176,176,376379,-0.2309,-0.0401,-0.118,-0.1551
Alvespimycin,MK2a Inhibitor,162,166,376049,-0.2304,-0.1124,-0.122,-0.1557
Carfilzomib,Adavosertib,110,2,375864,-0.3018,-0.2311,-0.2807,-0.1569
AZD-7762,MK2a Inhibitor,119,166,375909,-0.2741,-0.1541,-0.1628,-0.1578
Oligomycins,Oligomycins,178,178,378965,-0.2219,-0.054,-0.0803,-0.165
Gemcitabine,Pevonedistat,45,176,376533,-0.2901,-0.128,-0.1585,-0.1682
Carfilzomib,JQ1 Compound,110,175,375853,-0.3523,-0.2802,-0.3312,-0.1755
Pevonedistat,Oligomycins,176,178,376381,-0.3136,-0.1277,-0.1761,-0.1767
Gemcitabine,Oligomycins,45,178,376535,-0.2559,-0.0868,-0.0964,-0.1782
AZD-7762,PF-431396,119,179,375922,-0.1965,-0.0837,-0.0853,-0.1811
Alvespimycin,PF-431396,162,179,376062,-0.2798,-0.1636,-0.164,-0.1834
Oligomycins,Oligomycins,178,178,376404,-0.2232,-0.0292,-0.064,-0.1834
MK2a Inhibitor,Pevonedistat,166,176,376159,-0.273,-0.0821,-0.1311,-0.1845
MK2a Inhibitor,Gemcitabine,166,45,376171,-0.2257,-0.0564,-0.0659,-0.1869
MK2a Inhibitor,MK2a Inhibitor,166,166,376149,-0.2299,-0.0148,-0.0668,-0.187
MK2a Inhibitor,Oligomycins,166,178,376161,-0.3047,-0.0791,-0.1393,-0.1954
Alvespimycin,Adavosertib,162,2,376069,-0.3405,-0.1918,-0.2373,-0.1987
AZD-7762,Adavosertib,119,2,375929,-0.3858,-0.1636,-0.2836,-0.2018
Carfilzomib,Gemcitabine,110,45,377471,-0.4332,-0.263,-0.3242,-0.2025
Pevonedistat,PF-431396,176,179,376382,-0.3522,-0.1821,-0.1934,-0.2041
AZD-7762,JQ1 Compound,119,175,375918,-0.3433,-0.1229,-0.2434,-0.2075
Gemcitabine,PF-431396,45,179,376536,-0.2111,-0.0408,-0.0425,-0.2102
SB-225002,Sepantronium Bromide,181,184,377274,-0.2555,0.1105,-0.1672,-0.2103
Alvespimycin,JQ1 Compound,162,175,376058,-0.3355,-0.1886,-0.2331,-0.2105
Alvespimycin,BI-2536,162,164,376047,-0.3259,-0.0513,-0.2134,-0.2116
Carfilzomib,SN 38 Lactone,110,87,375870,-0.4227,-0.3317,-0.4017,-0.217
Oligomycins,PF-431396,178,179,376405,-0.2528,-0.0613,-0.0663,-0.2173
AZD-7762,BI-2536,119,164,375907,-0.3625,-0.0925,-0.2513,-0.2184
AZD-7762,Oligomycins,119,178,378395,-0.3418,-0.0509,-0.2026,-0.2227
MK2a Inhibitor,PF-431396,166,179,376162,-0.2,0.0099,-0.0078,-0.2232
Adavosertib,Oligomycins,2,178,379009,-0.3626,-0.0589,-0.2195,-0.226
Adavosertib,Pevonedistat,2,176,376446,-0.395,-0.059,-0.2622,-0.2294
Gemcitabine,Adavosertib,45,2,376542,-0.445,-0.2162,-0.3045,-0.2309
Oligomycins,PF-431396,178,179,378966,-0.3394,-0.1498,-0.1739,-0.2386
Adavosertib,Oligomycins,2,178,376448,-0.3875,-0.0747,-0.2378,-0.2393
BI-2536,Gemcitabine,164,45,376107,-0.3943,-0.0698,-0.228,-0.2474
JQ1 Compound,Pevonedistat,175,176,376364,-0.4583,-0.0974,-0.3216,-0.2479
MK2a Inhibitor,Adavosertib,166,2,376169,-0.4067,-0.0882,-0.2503,-0.2481
Adavosertib,PF-431396,2,179,376449,-0.3255,-0.0296,-0.1414,-0.2492
Gemcitabine,JQ1 Compound,45,175,376532,-0.4611,-0.2235,-0.323,-0.2494
JQ1 Compound,Oligomycins,175,178,376366,-0.3999,-0.0586,-0.25,-0.2529
Gemcitabine,Gemcitabine,45,45,378265,-0.2802,0.0268,-0.0607,-0.2551
Pevonedistat,Sepantronium Bromide,176,184,377226,-0.4744,-0.3852,-0.3867,-0.2586
Alvespimycin,SN 38 Lactone,162,87,376076,-0.4564,-0.2708,-0.3408,-0.2617
AZD-7762,SN 38 Lactone,119,87,375935,-0.4981,-0.3171,-0.3871,-0.2618
CREBi1,Sepantronium Bromide,167,184,377035,-0.3889,0.1025,-0.2999,-0.2618
BI-2536,MK2a Inhibitor,164,166,376085,-0.3894,-0.0716,-0.2071,-0.2646
MK2a Inhibitor,JQ1 Compound,166,175,376158,-0.4486,-0.0981,-0.2872,-0.2652
Adavosertib,Adavosertib,2,2,379016,-0.4307,-0.1054,-0.2761,-0.2671
Pevonedistat,SN 38 Lactone,176,87,376390,-0.435,-0.1988,-0.2688,-0.2682
Carfilzomib,Oligomycins,110,178,378322,-0.5189,-0.2336,-0.4258,-0.2689
Adavosertib,Adavosertib,2,2,376455,-0.4672,-0.1371,-0.3163,-0.2736
Alvespimycin,Carfilzomib,162,110,377697,-0.5388,-0.2229,-0.426,-0.2748
Carfilzomib,Alisertib,110,177,375855,-0.5388,-0.5114,-0.5178,-0.2784
BI-2536,Sepantronium Bromide,164,184,376941,-0.5748,-0.4053,-0.4859,-0.2789
MK2a Inhibitor,Carfilzomib,166,110,377845,-0.578,-0.4424,-0.4577,-0.2792
Carfilzomib,Zocor,110,182,375860,-0.5479,-0.5275,-0.5269,-0.2807
JQ1 Compound,PF-431396,175,179,376367,-0.4601,-0.1277,-0.2675,-0.2809
Gemcitabine,SB-225002,45,181,377399,-0.1433,0.4408,0.1668,-0.2812
AZD-7762,Adavosertib,119,2,378403,-0.5124,-0.1002,-0.331,-0.2836
BI-2536,Pevonedistat,164,176,376095,-0.478,-0.1447,-0.3194,-0.2854
Carfilzomib,Trametinib,110,131,375844,-0.5601,-0.3532,-0.5391,-0.2857
MK2a Inhibitor,SN 38 Lactone,166,87,376175,-0.4064,-0.1327,-0.2027,-0.2904
Gemcitabine,SN 38 Lactone,45,87,376547,-0.4493,-0.2109,-0.2809,-0.2908
AZD-7762,Carfilzomib,119,110,375900,-0.5352,-0.0029,-0.4517,-0.2922
Carfilzomib,Pevonedistat,110,176,377459,-0.628,-0.468,-0.5098,-0.2928
AZD-7762,AZD-7762,119,119,378376,-0.4931,-0.2429,-0.2781,-0.2938
BI-2536,Oligomycins,164,178,376097,-0.5259,-0.1665,-0.3419,-0.2954
Oligomycins,SN 38 Lactone,178,87,376413,-0.4216,-0.1654,-0.2354,-0.2967
Adavosertib,PF-431396,2,179,379010,-0.3754,-0.0659,-0.1589,-0.2983
AZD-7762,PF-431396,119,179,378396,-0.3003,0.0041,-0.0729,-0.2995
CREBi1,SB-225002,167,181,377032,-0.1423,0.3832,0.1662,-0.3
BI-2536,BI-2536,164,164,376083,-0.5269,-0.1523,-0.3297,-0.3008
Alvespimycin,Oligomycins,162,178,378582,-0.4226,0.0175,-0.2573,-0.3012
Carfilzomib,SN 38 Lactone,110,87,377475,-0.6358,-0.3079,-0.5185,-0.3015
Gemcitabine,Sepantronium Bromide,45,184,377402,-0.5486,0.0127,-0.4597,-0.3017
Adavosertib,Sepantronium Bromide,2,184,377293,-0.5401,-0.4496,-0.4513,-0.3024
Carfilzomib,Trametinib,110,131,377449,-0.6489,-0.3835,-0.5287,-0.304
Alvespimycin,Alisertib,162,177,376060,-0.5049,-0.3866,-0.3895,-0.3089
Carfilzomib,Pemetrexed,110,77,375869,-0.6011,-0.4533,-0.5801,-0.31
JQ1 Compound,Adavosertib,175,2,376373,-0.5104,-0.0033,-0.3225,-0.3104
BI-2536,JQ1 Compound,164,175,376094,-0.4959,-0.1912,-0.2867,-0.3107
Gemcitabine,Gemcitabine,45,45,376543,-0.1949,-0.3204,-0.0302,-0.3109
AZD-7762,Trametinib,119,131,375904,-0.4871,-0.1564,-0.3762,-0.3144
Alvespimycin,Carfilzomib,162,110,376037,-0.5854,-0.1064,-0.4989,-0.3162
AZD-7762,SB-225002,119,181,376676,-0.2987,0.0465,0.0438,-0.3163
JQ1 Compound,JQ1 Compound,175,175,376363,-0.5055,-0.1532,-0.3249,-0.3179
AZD-7762,AZD-7762,119,119,376654,-0.2301,0.35,0.2676,-0.3183
PF-431396,PF-431396,179,179,378976,-0.4541,-0.1881,-0.1961,-0.3193
Alvespimycin,Zocor,162,182,376065,-0.5542,-0.4393,-0.4387,-0.32
Pevonedistat,Oligomycins,176,178,378942,-0.6061,-0.1636,-0.4444,-0.3215
AZD-7762,Alisertib,119,177,375920,-0.5546,-0.3887,-0.4437,-0.3231
BI-2536,PF-431396,164,179,376098,-0.4161,-0.0118,-0.1772,-0.3233
Carfilzomib,SB-225002,110,181,375859,-0.5906,-0.5964,-0.5696,-0.3241
AZD-7762,Zocor,119,182,375925,-0.5011,-0.3907,-0.3902,-0.3254
Alvespimycin,Trametinib,162,131,376041,-0.567,-0.2843,-0.4515,-0.3257
AZD-7762,Carfilzomib,119,110,378374,-0.5983,-0.1885,-0.4692,-0.3264
Carfilzomib,Adavosertib,110,2,378330,-0.5976,-0.2724,-0.4654,-0.3289
Carfilzomib,Sepantronium Bromide,110,184,375862,-0.6413,-0.0046,-0.6203,-0.3302
PF-431396,SN 38 Lactone,179,87,376423,-0.3886,-0.0683,-0.1383,-0.3308
Gemcitabine,Oligomycins,45,178,379118,-0.5495,-0.2525,-0.3843,-0.3316
BI-2536,Pevonedistat,164,176,376933,-0.4051,0.1396,-0.0029,-0.3357
AZD-7762,Sepantronium Bromide,119,184,378401,-0.4875,-0.0024,-0.2129,-0.3367
Pevonedistat,Zocor,176,182,376385,-0.606,-0.4403,-0.4428,-0.3375
AZD-7762,Sepantronium Bromide,119,184,376679,-0.5637,-0.4751,-0.4749,-0.3396
Alvespimycin,Gemcitabine,162,45,377732,-0.4326,0.0479,-0.1831,-0.3406
AZD-7762,Foretinib,119,171,375914,-0.5774,-0.399,-0.4666,-0.3413
Carfilzomib,PF-431396,110,179,378323,-0.6945,-0.3007,-0.5434,-0.3448
BI-2536,Adavosertib,164,2,376105,-0.6274,-0.2688,-0.3936,-0.3478
Foretinib,Sepantronium Bromide,171,184,377138,-0.6278,-0.5384,-0.539,-0.3479
Pevonedistat,Alisertib,176,177,376380,-0.5672,-0.2009,-0.4012,-0.3482
AZD-8055,Carfilzomib,116,110,377477,-0.7042,-0.4627,-0.5841,-0.3496
IMD-0354,Sepantronium Bromide,174,184,377195,-0.6481,-0.5706,-0.5593,-0.3505
Alvespimycin,Foretinib,162,171,376054,-0.6141,-0.4822,-0.4987,-0.3507
Carfilzomib,Adavosertib,110,2,377469,-0.714,-0.5678,-0.5939,-0.3509
AZD-7762,Carfilzomib,119,110,377513,-0.6841,-0.5173,-0.564,-0.3513
Oligomycins,Sepantronium Bromide,178,184,378971,-0.5822,-0.1578,-0.4171,-0.3515
Adavosertib,SN 38 Lactone,2,87,376486,-0.6433,-0.3369,-0.4058,-0.3517
Gemcitabine,Alisertib,45,177,376534,-0.5619,-0.314,-0.3937,-0.3521
Trametinib,Pevonedistat,131,176,375962,-0.623,-0.2214,-0.457,-0.3538
Gemcitabine,Zocor,45,182,376539,-0.5977,-0.43,-0.4295,-0.3543
AZD-7762,Pemetrexed,119,77,375934,-0.5876,-0.2391,-0.4768,-0.3547
Oligomycins,Zocor,178,182,376408,-0.5296,-0.3438,-0.3436,-0.3547
MK2a Inhibitor,Alisertib,166,177,376160,-0.3961,0.0525,-0.1927,-0.3557
Alvespimycin,Pemetrexed,162,77,376075,-0.5968,-0.3901,-0.4814,-0.3569
MK2a Inhibitor,Zocor,166,182,376165,-0.5822,-0.3789,-0.383,-0.3589
Alvespimycin,SB-225002,162,181,376064,-0.5936,-0.5094,-0.4823,-0.359
Trametinib,Gemcitabine,131,45,375972,-0.6076,-0.2314,-0.4394,-0.3593
Carfilzomib,Paclitaxel,110,76,375868,-0.7058,-0.3139,-0.6849,-0.3604
Alisertib,Oligomycins,177,178,376393,-0.5865,-0.1831,-0.4005,-0.3605
MK2a Inhibitor,Gemcitabine,166,45,377870,-0.4659,-0.1458,-0.1917,-0.3607
Alvespimycin,AZD-7762,162,119,378560,-0.5808,-0.1215,-0.3364,-0.361
Carfilzomib,Carfilzomib,110,110,376587,-0.7309,-0.4344,-0.7212,-0.362
SB-225002,SB-225002,181,181,377271,-0.4494,-0.1324,-0.1416,-0.3633
Trametinib,Oligomycins,131,178,375964,-0.5372,-0.1108,-0.3512,-0.3643
PF-431396,Sepantronium Bromide,179,184,377259,-0.6329,-0.5441,-0.5441,-0.3649
AZD-7762,CREBi1,119,167,376662,-0.3453,0.1011,0.0828,-0.3672
Alvespimycin,Sepantronium Bromide,162,184,376067,-0.6315,0.026,-0.5162,-0.3679
Oligomycins,Thapsigargin,178,183,378970,-0.6448,-0.1498,-0.4797,-0.3683
AZD-7762,SB-225002,119,181,375924,-0.6339,-0.5214,-0.5231,-0.3687
Carfilzomib,Vorinostat,110,106,375843,-0.7369,-0.6747,-0.716,-0.3692
Carfilzomib,Piperlongumine,110,180,375858,-0.7171,-0.7,-0.6961,-0.3692
Pevonedistat,Pemetrexed,176,77,376389,-0.629,-0.1214,-0.4681,-0.3692
JQ1 Compound,SN 38 Lactone,175,87,376377,-0.6551,-0.3328,-0.3978,-0.3701
Alvespimycin,Adavosertib,162,2,378590,-0.5304,-0.0658,-0.2962,-0.3702
CREBi1,CREBi1,167,167,377018,-0.0705,0.378,0.2878,-0.374
PF-431396,PF-431396,179,179,376415,-0.3628,-0.3614,-0.1176,-0.3742
Alvespimycin,Alvocidib,162,170,376053,-0.6686,-0.4388,-0.5533,-0.3743
Gemcitabine,Pevonedistat,45,176,378255,-0.6098,-0.2166,-0.3466,-0.3743
Foretinib,Pevonedistat,171,176,376291,-0.6294,-0.2734,-0.4634,-0.3758
Alvespimycin,PF-431396,162,179,378583,-0.5469,-0.069,-0.2577,-0.3759
MK2a Inhibitor,Trametinib,166,131,376147,-0.6383,-0.1907,-0.4348,-0.3762
Foretinib,Gemcitabine,171,45,376301,-0.5982,-0.3552,-0.4301,-0.3773
AZD-7762,Alvocidib,119,170,375913,-0.4234,-0.083,-0.3126,-0.378
AZD-7762,Pevonedistat,119,176,378393,-0.6651,-0.044,-0.4284,-0.3789
MK2a Inhibitor,Foretinib,166,171,376154,-0.5857,-0.0188,-0.3823,-0.3803
Adavosertib,Pevonedistat,2,176,379007,-0.6939,-0.1396,-0.4543,-0.3813
Alvocidib,Oligomycins,170,178,378831,-0.6408,-0.0716,-0.4758,-0.3814
MK2a Inhibitor,Pemetrexed,166,77,376174,-0.5748,0.028,-0.3779,-0.3816
Pevonedistat,SB-225002,176,181,377223,-0.3567,-0.0106,-0.0634,-0.382
AZD-7762,AZD-8055,119,116,375901,-0.5399,-0.1002,-0.4292,-0.3829
Gemcitabine,SN 38 Lactone,45,87,378269,-0.542,-0.0253,-0.2889,-0.3829
Gemcitabine,Pemetrexed,45,77,376546,-0.622,-0.2444,-0.4539,-0.3836
