drugNameA,drugNameB,idDrugA,idDrugB,comboId,bliss,loewe,hsa,zip
Temozolomide,Isoniazid,92,276,384842,0.3097,0.3131,0.3129,0.3114
Isoniazid,Thiabendazole,276,292,384107,0.3071,0.3105,0.3103,0.3088
Isoniazid,Carisoprodol,276,262,384099,0.3053,0.3088,0.3086,0.3073
Carisoprodol,Nitisinone,262,284,383759,0.2977,0.3138,0.3136,0.2995
Temozolomide,Topiramate,92,294,384851,0.2829,0.2831,0.2829,0.2846
Nisoldipine,Meclofenamic acid,283,279,384287,0.2815,0.298,0.298,0.283
Sunitinib,Mitotane,90,66,384832,0.2758,0.3897,0.3897,0.2767
Febuxostat,Eflornithine,273,271,384025,0.2745,0.3204,0.3202,0.2763
Ethinyl estradiol,Chlorzoxazone,272,264,383994,0.2723,0.2723,0.2723,0.2738
Pazopanib,Isoniazid,286,276,384362,0.2714,0.2748,0.2746,0.2732
Niclosamide,Nisoldipine,282,283,384257,0.2709,0.2875,0.2875,0.2725
Sunitinib,Triflupromazine,90,295,384828,0.2691,0.2696,0.2691,0.27
Mercaptopurine,Thiabendazole,61,292,384710,0.2657,0.3823,0.3823,0.2673
Sunitinib,Dipyridamole,90,269,384812,0.2664,0.3802,0.3802,0.2672
Trifluoperazine,Niclosamide,248,282,383650,0.2594,0.2809,0.2809,0.2609
Niclosamide,Mercaptopurine,282,61,384268,0.258,0.375,0.3746,0.2595
Topiramate,Thiabendazole,294,292,384547,0.2555,0.2557,0.2555,0.2572
Fluorouracil,Nisoldipine,41,283,384635,0.2547,0.2713,0.2713,0.2561
Thiabendazole,Nisoldipine,292,283,384490,0.2532,0.2698,0.2698,0.2549
Cycloguanil,Triflupromazine,267,295,383886,0.2531,0.2532,0.2531,0.2542
Dronedarone,Nitisinone,270,284,383958,0.2529,0.2531,0.2531,0.2542
Febuxostat,Everolimus,273,37,384038,0.2529,0.2994,0.2986,0.2542
Trifluoperazine,Meclofenamic acid,248,279,383649,0.2523,0.2737,0.2737,0.2537
Dronedarone,Chlorzoxazone,270,264,383944,0.2514,0.2516,0.2516,0.2524
Chlorzoxazone,Nitisinone,264,284,383800,0.2493,0.4197,0.4196,0.2506
Chlorzoxazone,Cinacalcet,264,265,383794,0.2478,0.2478,0.2478,0.2489
Fluorouracil,Cinacalcet,41,265,384624,0.2477,0.2477,0.2477,0.2486
Tizoxanide,Meclofenamic acid,293,279,384516,0.247,0.6007,0.6005,0.2483
Dronedarone,Triflupromazine,270,295,383965,0.2413,0.2417,0.2413,0.2422
Valproic acid,Cycloguanil,296,267,384573,0.2405,0.2819,0.2811,0.2421
Dipyridamole,Nitisinone,269,284,383924,0.2402,0.4106,0.4103,0.2415
Trifluoperazine,Mitotane,248,66,383669,0.2398,0.2612,0.2612,0.241
Sulfinpyrazone,Quinine,290,288,384457,0.2376,0.2406,0.2406,0.2391
Isoniazid,Eflornithine,276,271,384102,0.2368,0.2373,0.2368,0.2388
Dronedarone,Valproic acid,270,296,383966,0.2372,0.2649,0.2649,0.2386
Ethinyl estradiol,Quinine,272,288,384006,0.2371,0.2371,0.2371,0.2386
Trifluoperazine,Teriflunomide,248,291,383658,0.2365,0.2579,0.2579,0.238
Isoniazid,Chlorzoxazone,276,264,384100,0.2351,0.2383,0.2383,0.2366
Nitisinone,Thiabendazole,284,292,384319,0.2344,0.4053,0.405,0.2359
Temozolomide,Teriflunomide,92,291,384848,0.2319,0.4747,0.4745,0.2333
Thiabendazole,Quinine,292,288,384492,0.2309,0.4993,0.4992,0.2321
Cycloguanil,Cinacalcet,267,265,383871,0.2268,0.2269,0.2268,0.228
Cinacalcet,Triflupromazine,265,295,383827,0.2268,0.2271,0.2268,0.2278
Trifluoperazine,Ethinyl estradiol,248,272,383645,0.2253,0.2253,0.2253,0.227
Nisoldipine,Chlorzoxazone,283,264,384278,0.2239,0.2404,0.2404,0.2253
Dipyridamole,Isoniazid,269,276,383920,0.2233,0.2267,0.2265,0.2247
Niclosamide,Quinine,282,288,384260,0.2164,0.4812,0.4812,0.2175
Aprepitant,Sulfinpyrazone,260,290,383709,0.211,0.2142,0.214,0.2127
Aprepitant,Fluorouracil,260,41,383714,0.206,0.5687,0.5683,0.207
Mercaptopurine,Nisoldipine,61,283,384704,0.203,0.2196,0.2196,0.2048
Cinacalcet,Isoniazid,265,276,383820,0.2012,0.2012,0.2012,0.2028
Sunitinib,Chlorzoxazone,90,264,384808,0.2017,0.3157,0.3156,0.2027
Itraconazole,Dronedarone,277,270,384124,0.1979,0.2258,0.2257,0.1993
Niclosamide,Fluorouracil,282,41,384266,0.1975,0.463,0.4627,0.1986
Mitotane,Teriflunomide,66,291,384759,0.197,0.4394,0.4393,0.1983
Temozolomide,Carisoprodol,92,262,384836,0.1948,0.211,0.2107,0.1964
Valproic acid,Dipyridamole,296,269,384575,0.1921,0.1924,0.1921,0.1935
Topiramate,Teriflunomide,294,291,384546,0.1895,0.1898,0.1895,0.1913
Valproic acid,Diazoxide,296,268,384574,0.189,0.2301,0.2296,0.1908
Sunitinib,Cinacalcet,90,265,384809,0.1871,0.1873,0.1871,0.1881
Temozolomide,Eflornithine,92,271,384839,0.1864,0.1868,0.1864,0.188
Fluorouracil,Dronedarone,41,270,384627,0.1846,0.1849,0.1848,0.1855
Trifluoperazine,Nitisinone,248,284,383652,0.1835,0.205,0.205,0.1851
Dronedarone,Isoniazid,270,276,383952,0.1836,0.1837,0.1837,0.185
Cinacalcet,Carboplatin,265,14,383812,0.1806,0.1806,0.1806,0.1821
Cinacalcet,Everolimus,265,37,383829,0.1755,0.1755,0.1755,0.1762
Itraconazole,Dipyridamole,277,269,384123,0.1748,0.1769,0.1768,0.1762
Dronedarone,Carisoprodol,270,262,383943,0.1701,0.1703,0.1702,0.1715
Carisoprodol,Chlorzoxazone,262,264,383751,0.1648,0.1807,0.1806,0.1663
Mercaptopurine,Temozolomide,61,92,384716,0.1619,0.2784,0.2783,0.1634
Ethinyl estradiol,Sulfinpyrazone,272,290,384007,0.1595,0.1595,0.1595,0.1615
Ethinyl estradiol,Meclofenamic acid,272,279,384000,0.1584,0.1584,0.1584,0.16
Dronedarone,Sunitinib,270,90,383969,0.1574,0.158,0.1575,0.1583
Imatinib,Cinacalcet,48,265,384679,0.1572,0.1572,0.1572,0.1579
Imatinib,Dronedarone,48,270,384681,0.1571,0.1572,0.1572,0.1577
Isoniazid,Imatinib,276,48,384114,0.154,0.1573,0.1572,0.1552
Nitisinone,Niclosamide,284,282,384311,0.1523,0.3236,0.323,0.1538
Pazopanib,Quinine,286,288,384366,0.1513,0.4652,0.4651,0.1524
Fluorouracil,Sulfinpyrazone,41,290,384639,0.151,0.1545,0.154,0.1524
Meclofenamic acid,Chlorzoxazone,279,264,384167,0.151,0.5406,0.5406,0.1522
Ethinyl estradiol,Leflunomide,272,278,383999,0.1503,0.1503,0.1503,0.1514
Leflunomide,Topiramate,278,294,384154,0.1503,0.1503,0.1503,0.1514
Cycloguanil,Thiabendazole,267,292,383884,0.1498,0.2559,0.2558,0.1512
Leflunomide,Cinacalcet,278,265,384144,0.1503,0.1503,0.1503,0.151
Leflunomide,Itraconazole,278,277,384149,0.1482,0.1503,0.1503,0.1494
Temozolomide,Dronedarone,92,270,384838,0.1481,0.1482,0.1482,0.1492
Sulfinpyrazone,Leflunomide,290,278,384453,0.1473,0.1503,0.1503,0.1485
Dipyridamole,Dronedarone,269,270,383916,0.1476,0.1478,0.1477,0.1484
Carboplatin,Teriflunomide,14,291,383589,0.1458,0.1758,0.1754,0.1475
Dihydroqinghaosu,Ethinyl estradiol,261,272,383725,0.1461,0.1461,0.1461,0.1472
Dihydroqinghaosu,Topiramate,261,294,383739,0.1461,0.1462,0.1461,0.1472
Tizoxanide,Quinine,293,288,384522,0.1461,0.4993,0.4992,0.1472
Topiramate,Carboplatin,294,14,384533,0.1453,0.1454,0.1453,0.1472
Dihydroqinghaosu,Cinacalcet,261,265,383723,0.1461,0.1461,0.1461,0.1468
Itraconazole,Dihydroqinghaosu,277,261,384119,0.1441,0.1461,0.1461,0.1452
Sulfinpyrazone,Dihydroqinghaosu,290,261,384445,0.1432,0.1462,0.1461,0.1443
Itraconazole,Quinine,277,288,384133,0.1418,0.1813,0.1812,0.1433
Triflupromazine,Ethinyl estradiol,295,272,384555,0.1417,0.1421,0.1417,0.1432
Carisoprodol,Imatinib,262,48,383769,0.1414,0.1573,0.1572,0.1425
Cycloguanil,Temozolomide,267,92,383889,0.141,0.247,0.2469,0.1423
Imatinib,Nisoldipine,48,283,384685,0.1407,0.1572,0.1572,0.1418
Itraconazole,Temozolomide,277,92,384141,0.139,0.1411,0.141,0.1406
Aprepitant,Dronedarone,260,270,383704,0.1391,0.1393,0.1393,0.1402
Aprepitant,Carisoprodol,260,262,383702,0.1369,0.1532,0.1528,0.1385
Trifluoperazine,Cinacalcet,248,265,383639,0.1371,0.1377,0.1371,0.1384
Cycloguanil,Itraconazole,267,277,383876,0.1365,0.1766,0.1761,0.1381
Nisoldipine,Topiramate,283,294,384293,0.1362,0.1372,0.1362,0.1381
Carisoprodol,Leflunomide,262,278,383754,0.1344,0.1503,0.1503,0.1355
Chlorzoxazone,Sulfinpyrazone,264,290,383803,0.134,0.1369,0.1369,0.1355
Dronedarone,Dihydroqinghaosu,270,261,383942,0.1325,0.1326,0.1326,0.1331
Trifluoperazine,Chlorzoxazone,248,264,383638,0.1306,0.1521,0.1521,0.132
Dihydroqinghaosu,Nisoldipine,261,283,383733,0.1296,0.1461,0.1461,0.1307
Trifluoperazine,Leflunomide,248,278,383648,0.1289,0.1503,0.1503,0.1299
Meclofenamic acid,Cinacalcet,279,265,384168,0.127,0.127,0.127,0.1281
Sulfinpyrazone,Valproic acid,290,296,384460,0.1255,0.1668,0.1661,0.1274
Dihydroqinghaosu,Trifluoperazine,261,248,383719,0.1248,0.1461,0.1461,0.1257
Trifluoperazine,Mercaptopurine,248,61,383667,0.1218,0.1433,0.1433,0.1234
Temozolomide,Carboplatin,92,14,384835,0.1208,0.1507,0.1503,0.1224
Topiramate,Valproic acid,294,296,384549,0.1203,0.1206,0.1203,0.1223
Mitotane,Aprepitant,66,260,384741,0.1168,0.4786,0.4786,0.1179
Fluorouracil,Thiabendazole,41,292,384640,0.115,0.3842,0.3837,0.1161
Eflornithine,Diazoxide,271,268,383976,0.1121,0.2571,0.257,0.1137
Sulfinpyrazone,Everolimus,290,37,384462,0.1117,0.1149,0.1146,0.1128
Sunitinib,Isoniazid,90,276,384816,0.1078,0.1119,0.1111,0.1093
Albendazole,Eflornithine,259,271,383678,0.1075,0.1075,0.1075,0.1086
Meclofenamic acid,Aprepitant,279,260,384165,0.1072,0.4694,0.4694,0.1084
Albendazole,Triflupromazine,259,295,383693,0.1075,0.1075,0.1075,0.108
Dronedarone,Albendazole,270,259,383941,0.1073,0.1075,0.1075,0.1078
Chlorzoxazone,Pazopanib,264,286,383801,0.1062,0.3686,0.3685,0.1074
Albendazole,Isoniazid,259,276,383682,0.1043,0.1075,0.1075,0.1054
Nisoldipine,Leflunomide,283,278,384286,0.1039,0.1203,0.1203,0.1049
Trifluoperazine,Sulfinpyrazone,248,290,383657,0.1021,0.106,0.1051,0.1039
Isoniazid,Dihydroqinghaosu,276,261,384098,0.098,0.1013,0.1012,0.0992
Febuxostat,Methotrexate,273,63,384040,0.0956,0.1412,0.141,0.0966
Fluorouracil,Sunitinib,41,90,384648,0.0949,0.209,0.2089,0.0957
Eflornithine,Mercaptopurine,271,61,383989,0.0934,0.0942,0.0934,0.0953
Febuxostat,Ethinyl estradiol,273,272,384026,0.0925,0.0925,0.0925,0.0944
Thiabendazole,Carisoprodol,292,262,384482,0.0924,0.1085,0.1083,0.0941
Chlorzoxazone,Thiabendazole,264,292,383804,0.0928,0.3613,0.3612,0.094
Thiabendazole,Itraconazole,292,277,384487,0.0925,0.1319,0.1319,0.0938
Trifluoperazine,Dipyridamole,248,269,383642,0.0925,0.1139,0.1139,0.0937
Albendazole,Carisoprodol,259,262,383674,0.0916,0.1075,0.1075,0.0927
Nisoldipine,Albendazole,283,259,384274,0.091,0.1075,0.1075,0.092
Dipyridamole,Triflupromazine,269,295,383932,0.09,0.09,0.09,0.0909
Nisoldipine,Temozolomide,283,92,384298,0.0893,0.1058,0.1058,0.0908
Meclofenamic acid,Mitotane,279,66,384182,0.0893,0.4787,0.4786,0.0904
Dronedarone,Carboplatin,270,14,383939,0.0887,0.0889,0.0889,0.0902
Eflornithine,Carisoprodol,271,262,383972,0.0879,0.0884,0.0879,0.0899
Mercaptopurine,Aprepitant,61,260,384696,0.0876,0.2042,0.2041,0.0891
Nisoldipine,Ethinyl estradiol,283,272,384282,0.0839,0.084,0.0839,0.0859
Isoniazid,Trifluoperazine,276,248,384096,0.0807,0.0849,0.0839,0.0825
Cycloguanil,Mercaptopurine,267,61,383888,0.0807,0.187,0.1868,0.0822
Albendazole,Carboplatin,259,14,383672,0.0781,0.1075,0.1075,0.0791
Cinacalcet,Temozolomide,265,92,383832,0.0778,0.0778,0.0778,0.079
Mitotane,Cinacalcet,66,265,384745,0.0772,0.0773,0.0772,0.0783
Niclosamide,Chlorzoxazone,282,264,384244,0.0751,0.34,0.34,0.0762
Temozolomide,Pazopanib,92,286,384845,0.0738,0.3366,0.3363,0.0751
Carisoprodol,Triflupromazine,262,295,383765,0.0727,0.0727,0.0727,0.0741
Leflunomide,Triflupromazine,278,295,384155,0.0734,0.0734,0.0734,0.0741
Dipyridamole,Tizoxanide,269,293,383931,0.0717,0.098,0.0979,0.0735
Fluorouracil,Mitotane,41,66,384646,0.071,0.433,0.433,0.0718
Carboplatin,Sunitinib,14,90,383597,0.0702,0.1007,0.0998,0.0716
Topiramate,Sulfinpyrazone,294,290,384545,0.0679,0.0684,0.0679,0.0699
Isoniazid,Valproic acid,276,296,384110,0.0661,0.0668,0.0661,0.0681
Carboplatin,Mercaptopurine,14,61,383593,0.0649,0.0952,0.0945,0.0667
Fluorouracil,Eflornithine,41,271,384628,0.065,0.0656,0.065,0.0664
Everolimus,Trifluoperazine,37,248,384601,0.0648,0.0861,0.0861,0.0657
Sunitinib,Carisoprodol,90,262,384807,0.0638,0.0806,0.0798,0.0652
Fluorouracil,Temozolomide,41,92,384649,0.064,0.4266,0.4266,0.065
Nitisinone,Topiramate,284,294,384321,0.0626,0.0628,0.0626,0.0644
Sunitinib,Mercaptopurine,90,61,384831,0.0607,0.1751,0.1751,0.062
Eflornithine,Topiramate,271,294,383987,0.056,0.0563,0.056,0.058
Niclosamide,Temozolomide,282,92,384272,0.0563,0.3215,0.3215,0.0576
Carisoprodol,Valproic acid,262,296,383766,0.0557,0.0967,0.0962,0.0574
Trifluoperazine,Imatinib,248,48,383666,0.0557,0.077,0.077,0.0566
Dipyridamole,Mercaptopurine,269,61,383937,0.0544,0.1706,0.1706,0.0556
Cinacalcet,Aprepitant,265,260,383814,0.0541,0.0541,0.0541,0.0553
Everolimus,Nitisinone,37,284,384611,0.0542,0.2243,0.2241,0.0551
Cinacalcet,Teriflunomide,265,291,383825,0.0535,0.0535,0.0535,0.0549
Topiramate,Diazoxide,294,268,384535,0.0522,0.0522,0.0522,0.0532
Cinacalcet,Diazoxide,265,268,383816,0.0522,0.0522,0.0522,0.0528
Triflupromazine,Diazoxide,295,268,384554,0.0522,0.0522,0.0522,0.0527
Temozolomide,Thiabendazole,92,292,384849,0.0513,0.3202,0.32,0.0526
Dronedarone,Diazoxide,270,268,383947,0.052,0.0522,0.0522,0.0525
Mitotane,Thiabendazole,66,292,384760,0.0503,0.3187,0.3186,0.0515
Itraconazole,Diazoxide,277,268,384122,0.0502,0.0522,0.0522,0.0512
Itraconazole,Fluorouracil,277,41,384137,0.0495,0.052,0.0515,0.0509
Dipyridamole,Ethinyl estradiol,269,272,383918,0.0487,0.0487,0.0487,0.0501
Isoniazid,Diazoxide,276,268,384101,0.049,0.0522,0.0522,0.05
Temozolomide,Febuxostat,92,273,384841,0.048,0.221,0.2207,0.0495
Diazoxide,Ethinyl estradiol,268,272,383896,0.0478,0.0478,0.0478,0.0488
Trifluoperazine,Albendazole,248,259,383635,0.0471,0.0685,0.0685,0.048
Mercaptopurine,Valproic acid,61,296,384713,0.0467,0.0871,0.087,0.0478
Dronedarone,Eflornithine,270,271,383948,0.0458,0.0462,0.0458,0.0473
Nitisinone,Mercaptopurine,284,61,384327,0.045,0.1617,0.1617,0.0467
Halofantrine,Itraconazole,274,277,384052,0.0455,0.0848,0.0848,0.0466
Sunitinib,Sulfinpyrazone,90,290,384826,0.0448,0.0486,0.0478,0.0462
Leflunomide,Cycloguanil,278,267,384145,0.0449,0.1503,0.1503,0.0456
Dipyridamole,Cycloguanil,269,267,383915,0.0436,0.1493,0.1493,0.0446
Chlorzoxazone,Carboplatin,264,14,383793,0.0422,0.072,0.0718,0.0438
Mercaptopurine,Sulfinpyrazone,61,290,384708,0.0418,0.0453,0.0447,0.0437
Triflupromazine,Nisoldipine,295,283,384561,0.0394,0.0403,0.0394,0.0408
Trifluoperazine,Thiabendazole,248,292,383659,0.0389,0.0603,0.0603,0.0404
Azacitidine,Febuxostat,8,273,384784,0.0392,0.0847,0.0846,0.0403
Sodium diethyldithiocarbamate trihydrate,Eflornithine,289,271,384431,0.0378,0.0378,0.0378,0.0388
Topiramate,Sodium diethyldithiocarbamate trihydrate,294,289,384544,0.0378,0.0378,0.0378,0.0388
Triflupromazine,Sodium diethyldithiocarbamate trihydrate,295,289,384564,0.0378,0.0378,0.0378,0.0383
Everolimus,Teriflunomide,37,291,384614,0.0371,0.2791,0.2789,0.038
Mercaptopurine,Isoniazid,61,276,384702,0.0359,0.0397,0.0391,0.0378
Azacitidine,Itraconazole,8,277,384786,0.0365,0.0758,0.0758,0.0376
Cinacalcet,Carisoprodol,265,262,383815,0.0359,0.0359,0.0359,0.0374
Diazoxide,Carisoprodol,268,262,383894,0.0364,0.0522,0.0522,0.0374
Sunitinib,Leflunomide,90,278,384817,0.0368,0.1503,0.1503,0.0373
Sodium diethyldithiocarbamate trihydrate,Itraconazole,289,277,384435,0.0358,0.0378,0.0378,0.0368
Ethinyl estradiol,Sunitinib,272,90,384016,0.0348,0.0348,0.0348,0.0362
Niclosamide,Mitotane,282,66,384269,0.0351,0.2999,0.2999,0.0362
Thiabendazole,Sunitinib,292,90,384501,0.0337,0.1479,0.1479,0.0349
Sodium diethyldithiocarbamate trihydrate,Febuxostat,289,273,384433,0.0327,0.0489,0.0489,0.0346
Chlorzoxazone,Topiramate,264,294,383806,0.0328,0.0329,0.0328,0.0344
Oxyphenbutazone,Topiramate,285,294,384344,0.0326,0.0326,0.0326,0.0337
Sunitinib,Nisoldipine,90,283,384821,0.0323,0.0489,0.0489,0.0337
Diazoxide,Nisoldipine,268,283,383899,0.0326,0.049,0.049,0.0336
Ethinyl estradiol,Oxyphenbutazone,272,285,384004,0.0326,0.0326,0.0326,0.0336
Triflupromazine,Mercaptopurine,295,61,384567,0.032,0.0321,0.032,0.0333
Dronedarone,Nisoldipine,270,283,383957,0.0317,0.0328,0.0319,0.0331
Oxyphenbutazone,Triflupromazine,285,295,384345,0.0326,0.0326,0.0326,0.0331
Trifluoperazine,Diazoxide,248,268,383641,0.0309,0.0522,0.0522,0.0317
Vorinostat,Eflornithine,106,271,383537,0.0306,0.0306,0.0306,0.0316
Vorinostat,Topiramate,106,294,383553,0.0306,0.0306,0.0306,0.0316
Ethinyl estradiol,Vorinostat,272,106,383990,0.0306,0.0306,0.0306,0.0316
Itraconazole,Oxyphenbutazone,277,285,384131,0.0306,0.0326,0.0326,0.0316
Vorinostat,Dronedarone,106,270,383536,0.0304,0.0306,0.0306,0.0309
Chlorzoxazone,Mercaptopurine,264,61,383809,0.0293,0.1457,0.1457,0.0308
Itraconazole,Hydroxyurea,277,46,384138,0.0298,0.069,0.069,0.0308
Oxyphenbutazone,Sulfinpyrazone,285,290,384342,0.0297,0.0326,0.0326,0.0307
Cycloguanil,Dihydroqinghaosu,267,261,383868,0.0296,0.135,0.135,0.0303
Itraconazole,Vorinostat,277,106,384115,0.0286,0.0306,0.0306,0.0296
Vorinostat,Isoniazid,106,276,383540,0.0274,0.0306,0.0306,0.0284
Itraconazole,Febuxostat,277,273,384126,0.0243,0.0639,0.0639,0.0262
Tizoxanide,Febuxostat,293,273,384512,0.0225,0.0687,0.0683,0.0243
Carboplatin,Diazoxide,14,268,383581,0.0228,0.0522,0.0522,0.0238
Carisoprodol,Sodium diethyldithiocarbamate trihydrate,262,289,383763,0.022,0.0378,0.0378,0.023
Fluorouracil,Ethinyl estradiol,41,272,384629,0.0217,0.0217,0.0217,0.023
Tizoxanide,Cycloguanil,293,267,384509,0.0214,0.1273,0.1273,0.0229
Everolimus,Dronedarone,37,270,384604,0.0223,0.0226,0.0225,0.0229
Mitotane,Chlorzoxazone,66,264,384744,0.0215,0.4788,0.4786,0.0225
Dronedarone,Sulfinpyrazone,270,290,383961,0.0204,0.0206,0.0206,0.0219
Trifluoperazine,Carisoprodol,248,262,383636,0.0194,0.0363,0.0353,0.0211
Vorinostat,Cinacalcet,106,265,383533,0.0198,0.0198,0.0198,0.0203
Febuxostat,Thiabendazole,273,292,384034,0.0188,0.0645,0.0643,0.0201
Oxyphenbutazone,Dronedarone,285,270,384335,0.0194,0.0196,0.0196,0.0199
Ethinyl estradiol,Dronedarone,272,270,383996,0.0181,0.0185,0.0181,0.0195
Everolimus,Niclosamide,37,282,384609,0.0183,0.2827,0.2825,0.019
Carisoprodol,Oxyphenbutazone,262,285,383760,0.0168,0.0326,0.0326,0.0178
Trifluoperazine,Sodium diethyldithiocarbamate trihydrate,248,289,383656,0.0165,0.0378,0.0378,0.0173
Nisoldipine,Oxyphenbutazone,283,285,384289,0.0162,0.0326,0.0326,0.0171
Cerivastatin,Cinacalcet,263,265,383777,0.0156,0.0156,0.0156,0.0161
