drugNameA,drugNameB,idDrugA,idDrugB,comboId,bliss,loewe,hsa,zip
Cediranib,Dorsomorphin,303,308,386969,-0.5265,-0.1095,-0.1095,-0.5262
BI-78D3,Indole-3-carbinol,299,320,386817,-0.532,0.0603,0.0602,-0.5317
Selumetinib,Tanespimycin,137,351,385480,-0.5353,-0.0895,-0.0896,-0.5344
FK866,Everolimus,313,37,387545,-0.539,-0.3013,-0.3014,-0.538
Everolimus,Ku-0063794,37,324,389824,-0.5511,-0.1625,-0.1627,-0.5503
Lestaurtinib,AS-252424,327,298,388001,-0.5522,0.2121,0.212,-0.5518
Everolimus,PF-04217903,37,336,476054,-0.5562,0.3222,0.3222,-0.5561
BMS-387032,TO-901317,344,349,388921,-0.5573,-0.1448,-0.1447,-0.5572
MK-2206,Gemcitabine,68,45,390190,-0.5644,0.0429,0.0425,-0.5638
Navitoclax,Lenalidomide,128,54,385401,-0.5661,-0.1876,-0.1876,-0.5656
Tideglusib,Tanespimycin,353,351,389273,-0.5679,-0.1239,-0.1239,-0.5674
Enzastaurin,Diamminedichloroplatinum,204,29,385877,-0.5681,0.1183,0.1183,-0.5679
Lestaurtinib,Linsitinib,327,111,387981,-0.5763,-0.3148,-0.315,-0.5758
Everolimus,GW-9662,37,318,389818,-0.5771,0.0158,0.0154,-0.5764
Fingolimod,RAF265,312,304,387399,-0.5787,-0.5775,-0.5778,-0.5775
Everolimus,Gemcitabine,37,45,389853,-0.5786,0.0168,0.0164,-0.5779
AS-252424,FH535,298,311,386760,-0.5794,0.1844,0.1843,-0.5792
Fingolimod,Everolimus,312,37,387449,-0.5949,-0.5937,-0.5941,-0.5936
Sunitinib,BMS-387032,90,344,533932,-0.5992,-0.1795,-0.1795,-0.5984
Lestaurtinib,A-769662,327,297,388000,-0.6022,0.2198,0.2198,-0.6019
Everolimus,LSN415169,37,329,389828,-0.6081,-0.0509,-0.0513,-0.6074
Ruxolitinib,Etoposide,343,36,583719,-0.6102,-0.1868,-0.1868,-0.6099
IMD-0354,Gemcitabine,174,45,385784,-0.6139,0.0136,0.0136,-0.6135
PLX-4720,Brivanib,340,300,474874,-0.6138,0.2147,0.2147,-0.6137
Lestaurtinib,GSK-0660,327,314,388017,-0.6177,0.201,0.2009,-0.6174
Enmd-2076,Lenalidomide,309,54,387309,-0.6252,-0.2481,-0.2479,-0.6248
Dactolisib,Diamminedichloroplatinum,332,29,388203,-0.6273,0.0041,0.0041,-0.6267
Docetaxel,Lapatinib,32,52,582802,-0.6279,0.0847,0.0845,-0.6275
Lestaurtinib,Darinaparsin,327,307,388011,-0.6292,0.1933,0.1933,-0.629
BI-78D3,Lestaurtinib,299,327,386824,-0.6297,0.1924,0.1924,-0.6295
Lestaurtinib,AZD-7762,327,119,387982,-0.6307,-0.0664,-0.0665,-0.6302
PF-00562271 free base,Everolimus,337,37,388512,-0.6336,-0.0393,-0.0393,-0.6331
Lestaurtinib,Elesclomol,327,239,387994,-0.6343,-0.1833,-0.1834,-0.6337
Vorinostat,ZM-336372,106,362,471540,-0.6351,0.298,0.2983,-0.6352
Etoposide,PLX-4720,36,340,389750,-0.637,-0.0286,-0.0287,-0.6366
Everolimus,Decitabine,37,26,389799,-0.6417,-0.0478,-0.0478,-0.6413
Ruxolitinib,VX-702,343,358,388851,-0.6439,0.1983,0.1983,-0.6438
Everolimus,Vatalanib,37,357,389848,-0.6501,-0.0551,-0.0551,-0.6495
Docetaxel,Everolimus,32,37,387927,-0.6614,-0.4397,-0.4397,-0.6603
Tozasertib,Silmitasertib,246,306,386341,-0.6646,-0.2025,-0.2026,-0.6642
Tozasertib,Everolimus,246,37,386398,-0.6676,-0.0738,-0.0739,-0.6672
Stibogluconate,Vatalanib,347,357,389045,-0.67,-0.0496,-0.0496,-0.6697
Everolimus,PD173074,37,228,389794,-0.6715,-0.0773,-0.0773,-0.6711
AS-252424,Embelin,298,203,386755,-0.6719,0.0913,0.0913,-0.6718
Everolimus,AZD-7762,37,119,389787,-0.6738,-0.1081,-0.1083,-0.6731
Everolimus,PLX-4720,37,340,389835,-0.6739,-0.0799,-0.0799,-0.6735
Fingolimod,Decitabine,312,26,536580,-0.6773,-0.0575,-0.0575,-0.6769
PF-00562271 free base,Vatalanib,337,357,388507,-0.6809,-0.0589,-0.0592,-0.6804
Perifosine,Tipifarnib,335,244,474632,-0.6812,-0.6653,-0.6653,-0.6807
Lestaurtinib,GW-9662,327,318,388021,-0.6814,-0.0901,-0.0903,-0.6808
Lestaurtinib,Veliparib,327,102,387979,-0.6866,0.1344,0.1344,-0.6864
Tideglusib,Everolimus,353,37,389284,-0.6877,-0.0942,-0.0942,-0.6873
Selumetinib,Bexarotene,137,363,385491,-0.6932,-0.19,-0.19,-0.6925
Fingolimod,GW-441756,312,317,536600,-0.7016,0.0653,0.0652,-0.7014
Selumetinib,Everolimus,137,37,385492,-0.7067,-0.2028,-0.2029,-0.706
Crizotinib,Everolimus,168,37,385571,-0.7065,-0.1131,-0.1131,-0.7061
Everolimus,SU-6656,37,348,476061,-0.7069,0.086,0.086,-0.7068
Nilotinib,Lenalidomide,71,54,82205,-0.7108,-0.3331,-0.333,-0.7103
MK-2206,Everolimus,68,37,390188,-0.7162,-0.1211,-0.1211,-0.7157
Fingolimod,Docetaxel,312,32,479341,-0.7168,-0.0464,-0.0464,-0.7164
Lestaurtinib,Everolimus,327,37,388060,-0.7194,-0.1254,-0.1255,-0.7189
Lestaurtinib,PD173074,327,228,387993,-0.7193,0.0498,0.0496,-0.7191
Selumetinib,Silmitasertib,137,306,385440,-0.7199,-0.2558,-0.2563,-0.7192
PF-04217903,PD173074,336,228,388402,-0.7203,0.0477,0.0477,-0.7202
Everolimus,AS-252424,37,298,389801,-0.7227,-0.1285,-0.1285,-0.7222
RKI983,Everolimus,342,37,388724,-0.7255,-0.1322,-0.1322,-0.7251
Lestaurtinib,Diamminedichloroplatinum,327,29,388002,-0.7262,-0.0382,-0.0384,-0.7258
Everolimus,IPA-3,37,321,389821,-0.7267,-0.133,-0.133,-0.7263
Lestaurtinib,Vatalanib,327,357,388055,-0.7278,-0.1062,-0.1064,-0.7273
Everolimus,Lapatinib,37,52,389854,-0.7284,-0.134,-0.134,-0.7278
Lestaurtinib,Decitabine,327,26,387999,-0.7285,0.0908,0.0907,-0.7282
Everolimus,Pioglitazone,37,339,389834,-0.7292,-0.1357,-0.1357,-0.7288
Lestaurtinib,IPA-3,327,321,388024,-0.7374,0.085,0.085,-0.7371
Lestaurtinib,Enmd-2076,327,309,388013,-0.7402,0.0806,0.0806,-0.74
Lestaurtinib,PF-04217903,327,336,388037,-0.7405,0.081,0.081,-0.7403
IMD-0354,Adavosertib,174,2,472169,-0.7426,0.1188,0.1187,-0.7424
Bortezomib,Everolimus,11,37,80100,-0.7445,-0.27,-0.27,-0.7437
PF-00562271 free base,Sepantronium Bromide,337,184,388446,-0.7473,-0.4662,-0.4662,-0.7465
Nilotinib,PLX-4720,71,340,390259,-0.747,0.0442,0.0442,-0.7469
Lestaurtinib,Bexarotene,327,363,388059,-0.7494,-0.0292,-0.0293,-0.7489
Fingolimod,ZM-336372,312,362,473816,-0.7495,0.0385,0.0385,-0.7492
Lestaurtinib,TCS-401 Hydrochloride,327,352,388051,-0.757,0.0646,0.0646,-0.7568
Tozasertib,Lestaurtinib,246,327,386361,-0.7575,0.0649,0.0648,-0.7572
Lestaurtinib,GW0742,327,315,388018,-0.7577,0.0635,0.0635,-0.7575
Lestaurtinib,RAF265,327,304,388008,-0.7629,-0.1888,-0.1889,-0.7625
Sunitinib,Fingolimod,90,312,539596,-0.772,-0.0045,-0.0046,-0.7718
Ruxolitinib,Everolimus,343,37,388858,-0.7742,-0.1809,-0.1809,-0.7738
Vincristine,Everolimus,104,37,384999,-0.7754,-0.1815,-0.1817,-0.7749
BI-78D3,GSK650394A,299,173,530221,-0.778,-0.0025,-0.0026,-0.7778
Darinaparsin,Lfm-a13,307,328,387197,-0.7784,0.0505,0.0505,-0.7783
R-406,Tie2 kinase inhibitor,127,354,385306,-0.7797,0.0187,0.0187,-0.7796
Darinaparsin,PDK1 inhibitor AR-12,307,334,524873,-0.7818,-0.0669,-0.0669,-0.7817
VX-702,Everolimus,358,37,389485,-0.7841,-0.191,-0.191,-0.7838
BI-78D3,VX-702,299,358,386853,-0.787,0.0556,0.0555,-0.7869
Lestaurtinib,Pioglitazone,327,339,388040,-0.7895,0.0326,0.0326,-0.7893
Crizotinib,Sepantronium Bromide,168,184,385506,-0.7915,-0.5108,-0.5108,-0.7908
Brivanib,Adavosertib,300,2,473288,-0.7911,0.0674,0.0676,-0.7912
Lestaurtinib,Lapatinib,327,52,388063,-0.7945,-0.058,-0.0582,-0.7942
Lestaurtinib,KU-55933,327,325,388028,-0.7976,0.0221,0.0219,-0.7973
Lestaurtinib,TCS-PIM-1-4a,327,338,388039,-0.8002,0.0207,0.0207,-0.8
Bortezomib,Decitabine,11,26,385162,-0.8012,-0.3277,-0.3277,-0.8006
GSK-0660,TCS-401 Hydrochloride,314,352,387578,-0.8024,0.0153,0.0153,-0.8023
Lestaurtinib,Midostaurin,327,330,388033,-0.8035,-0.0965,-0.0966,-0.8032
Everolimus,A-769662,37,297,389800,-0.806,-0.2126,-0.2126,-0.8056
BI-78D3,Enmd-2076,299,309,386807,-0.8062,0.0664,0.0664,-0.8062
SrcI1,AS-252424,346,298,388967,-0.8107,-0.0484,-0.0484,-0.8106
FK866,Vorinostat,313,106,530911,-0.8155,-0.4699,-0.4699,-0.8149
VX-702,Lestaurtinib,358,327,389455,-0.8152,0.0063,0.0063,-0.815
Everolimus,Midostaurin,37,330,389829,-0.8162,-0.2216,-0.2217,-0.8157
Everolimus,R-406,37,127,389788,-0.8171,-0.2239,-0.2239,-0.8167
Everolimus,Vorinostat,37,106,389786,-0.8193,-0.2262,-0.2262,-0.819
Everolimus,Nilutamide,37,331,389830,-0.822,-0.2277,-0.2277,-0.8215
Dovitinib,Brivanib,169,300,472054,-0.8233,0.0042,0.0042,-0.8232
Everolimus,Bexarotene,37,363,389851,-0.8256,-0.2311,-0.2311,-0.825
IMD-0354,Everolimus,174,37,385782,-0.8285,-0.2349,-0.235,-0.8281
Tideglusib,Lestaurtinib,353,327,389253,-0.8291,-0.0071,-0.0071,-0.8289
BI-78D3,Everolimus,299,37,386858,-0.8327,-0.2392,-0.2392,-0.8323
Everolimus,Darinaparsin,37,307,389810,-0.8361,-0.2423,-0.2423,-0.8357
Lestaurtinib,Embelin,327,203,387990,-0.8363,-0.0148,-0.0148,-0.8361
Everolimus,GSK-0660,37,314,389814,-0.8397,-0.2458,-0.2458,-0.8392
IMD-0354,Decitabine,174,26,385713,-0.8432,-0.0244,-0.0245,-0.843
Lestaurtinib,Tofacitinib,327,305,388009,-0.8441,-0.0237,-0.0237,-0.844
Everolimus,KU-55933,37,325,389825,-0.8458,-0.2519,-0.2519,-0.8453
Pazopanib,Adavosertib,286,2,473005,-0.8466,0.0144,0.0144,-0.8464
Lestaurtinib,Bortezomib,327,11,387983,-0.8536,-0.3683,-0.3683,-0.853
RKI983,Lestaurtinib,342,327,388691,-0.8533,-0.0316,-0.0316,-0.8531
Etoposide,IPA-3,36,321,475903,-0.8553,0.0035,0.0035,-0.8552
Enzastaurin,Everolimus,204,37,385936,-0.8597,-0.2671,-0.2671,-0.8594
Pazopanib,Lestaurtinib,286,327,386618,-0.8604,-0.0388,-0.0388,-0.8602
Everolimus,SrcI1,37,346,389839,-0.8608,-0.2684,-0.2684,-0.8605
Docetaxel,Darinaparsin,32,307,387873,-0.8647,-0.6435,-0.6435,-0.8638
Lestaurtinib,Palbociclib,327,227,387992,-0.8644,-0.0423,-0.0423,-0.8641
VX-702,Darinaparsin,358,307,584306,-0.866,0.0219,0.0219,-0.866
IMD-0354,Lestaurtinib,174,327,385747,-0.8667,-0.0446,-0.0446,-0.8664
Lestaurtinib,Tie2 kinase inhibitor,327,354,388052,-0.8668,-0.0673,-0.0675,-0.8665
Stibogluconate,Veliparib,347,102,388983,-0.8676,0.0995,0.0995,-0.8676
Everolimus,GW0742,37,315,389815,-0.869,-0.2761,-0.2761,-0.8687
Everolimus,Tie2 kinase inhibitor,37,354,389845,-0.8696,-0.2756,-0.2756,-0.8691
Navitoclax,Lestaurtinib,128,327,385365,-0.8702,-0.0485,-0.0485,-0.87
Everolimus,RAF265,37,304,389807,-0.8709,-0.2953,-0.2956,-0.8703
Sorafenib,Sepantronium Bromide,88,184,390293,-0.8738,-0.5934,-0.5934,-0.8731
Selisistat,GW-9662,310,318,387334,-0.8754,-0.2876,-0.2875,-0.8754
Fingolimod,Palbociclib,312,227,387384,-0.8777,-0.8767,-0.8768,-0.8766
Pazopanib,Everolimus,286,37,386652,-0.88,-0.2869,-0.2869,-0.8797
MK-2206,Tipifarnib,68,244,533632,-0.8805,-0.0449,-0.045,-0.8803
Ruxolitinib,Bortezomib,343,11,480690,-0.8812,-0.3605,-0.3605,-0.8807
Ruxolitinib,Lestaurtinib,343,327,388821,-0.8823,-0.0605,-0.0605,-0.8821
JNK5a,Tipifarnib,322,244,531276,-0.883,-0.2225,-0.2226,-0.8827
Stibogluconate,Tipifarnib,347,244,475276,-0.8857,0.0734,0.0734,-0.8857
Lestaurtinib,R-406,327,127,387984,-0.8881,-0.0665,-0.0665,-0.8879
Everolimus,PF-04217903,37,336,389832,-0.8893,-0.2962,-0.2962,-0.8889
Perifosine,Everolimus,335,37,388388,-0.8912,-0.2985,-0.2985,-0.8909
Ku-0063794,vasastrol,324,356,387953,-0.8928,-0.5082,-0.5082,-0.8926
Lestaurtinib,Lfm-a13,327,328,388030,-0.8953,-0.0743,-0.0743,-0.8952
Tideglusib,ZM-336372,353,362,532762,-0.8979,-0.106,-0.106,-0.8978
Vismodegib,Everolimus,254,37,386487,-0.9006,-0.3076,-0.3076,-0.9003
Nutlin-3,Everolimus,220,37,386028,-0.9029,-0.3104,-0.3104,-0.9026
Dactolisib,Everolimus,332,37,388255,-0.9034,-0.3082,-0.3084,-0.9028
Linsitinib,Palbociclib,111,227,385076,-0.9039,-0.1409,-0.141,-0.9037
Vorinostat,JZL-184,106,323,385037,-0.9043,0.0416,0.0416,-0.9043
Enzastaurin,Lestaurtinib,204,327,385904,-0.9052,-0.0844,-0.0844,-0.9051
Indole-3-carbinol,Vatalanib,320,357,387743,-0.9057,-0.2866,-0.2865,-0.9055
Lestaurtinib,JNK5a,327,322,531483,-0.9082,-0.109,-0.109,-0.908
ZM-336372,L-779450,362,326,389617,-0.9086,-0.2713,-0.2713,-0.9084
Perifosine,Lestaurtinib,335,327,388354,-0.9091,-0.0881,-0.0881,-0.9089
Pazopanib,Lapatinib,286,52,386655,-0.9101,-0.1746,-0.1746,-0.9099
Diamminedichloroplatinum,Everolimus,29,37,80744,-0.9137,-0.3206,-0.3206,-0.9134
Stibogluconate,Everolimus,347,37,389050,-0.9174,-0.3244,-0.3244,-0.9171
Everolimus,Lfm-a13,37,328,389827,-0.9208,-0.328,-0.328,-0.9205
R-406,Nilutamide,127,331,528691,-0.9212,-0.2808,-0.2808,-0.9209
Nilutamide,Midostaurin,331,330,474490,-0.9231,-0.0832,-0.0832,-0.923
Everolimus,TCS-401 Hydrochloride,37,352,389844,-0.9317,-0.3385,-0.3385,-0.9313
Everolimus,Embelin,37,203,389791,-0.9337,-0.3406,-0.3406,-0.9333
Crizotinib,Nilutamide,168,331,528949,-0.9346,-0.1806,-0.1807,-0.9344
Dasatinib,Veliparib,24,102,386211,-0.9385,-0.0627,-0.0627,-0.9385
Dovitinib,GSK650394A,169,173,528984,-0.9388,-0.1494,-0.1494,-0.9387
IPA-3,TCS-PIM-1-4a,321,338,387792,-0.9469,-0.1074,-0.1074,-0.9469
FK866,Lestaurtinib,313,327,387512,-0.9483,-0.7111,-0.7112,-0.9475
Everolimus,TCS-PIM-1-4a,37,338,389833,-0.9485,-0.3559,-0.3559,-0.9483
Fingolimod,TCS-401 Hydrochloride,312,352,536631,-0.9494,-0.1848,-0.1848,-0.9493
Everolimus,FH535,37,311,389813,-0.9521,-0.3585,-0.3585,-0.9516
MK-2206,Midostaurin,68,330,476375,-0.9581,-0.122,-0.1219,-0.9582
Vincristine,Lestaurtinib,104,327,384964,-0.959,-0.1364,-0.1366,-0.9587
Lestaurtinib,FH535,327,311,388015,-0.9608,-0.1387,-0.1387,-0.9605
PF-00562271 free base,Palbociclib,337,227,388450,-0.9612,-0.2071,-0.2072,-0.961
PD173074,GW-2580,228,316,512199,-0.9621,-0.1739,-0.1739,-0.9621
Sunitinib,Everolimus,90,37,390432,-0.9653,-0.3718,-0.3718,-0.9649
Lestaurtinib,Vorinostat,327,106,387980,-0.97,-0.1486,-0.1486,-0.9699
Everolimus,Palbociclib,37,227,389793,-0.9725,-0.3789,-0.3789,-0.9721
Lestaurtinib,SrcI1,327,346,388045,-0.9728,-0.1523,-0.1523,-0.9728
Navitoclax,PD173074,128,228,522947,-0.9737,-0.248,-0.2481,-0.9733
RAF265,JNK5a,304,322,530471,-0.9745,-0.5015,-0.5015,-0.9742
Lestaurtinib,Stibogluconate,327,347,388046,-0.9756,-0.1562,-0.1562,-0.9756
Nilotinib,Everolimus,71,37,390281,-0.98,-0.388,-0.388,-0.9798
Fingolimod,R-406,312,127,519272,-0.9823,-0.1238,-0.1238,-0.9822
Nutlin-3,Sepantronium Bromide,220,184,385957,-0.9848,-0.7046,-0.7046,-0.9842
Embelin,TCS-PIM-1-4a,203,338,385852,-0.9923,-0.0452,-0.0452,-0.9923
Everolimus,Veliparib,37,102,389785,-0.9987,-0.406,-0.406,-0.9984
Nutlin-3,PLX-4720,220,340,580805,-1.0004,-0.2669,-0.2668,-1.0004
Ruxolitinib,Veliparib,343,102,388748,-1.0008,-0.0993,-0.0992,-1.0007
Lestaurtinib,Cediranib,327,303,388007,-1.0031,-0.1827,-0.1827,-1.003
Linsitinib,Everolimus,111,37,385144,-1.0037,-0.4095,-0.4095,-1.0033
Lestaurtinib,PI3K inhibitor X,327,361,388057,-1.0045,-0.187,-0.187,-1.0047
Everolimus,Adavosertib,37,2,533293,-1.0052,-0.1634,-0.1634,-1.005
Lapatinib,Veliparib,52,102,389988,-1.0064,-0.2134,-0.2134,-1.0063
RAF265,ZM-336372,304,362,530495,-1.007,-0.5344,-0.5344,-1.0068
Fingolimod,Dactolisib,312,332,536615,-1.007,-0.2416,-0.2415,-1.0069
Bexarotene,Tipifarnib,363,244,533168,-1.0082,-0.2784,-0.2785,-1.0078
Lestaurtinib,PF-04217903,327,336,474368,-1.0124,-0.1331,-0.1332,-1.0122
Etoposide,Nilotinib,36,71,389781,-1.0175,-0.4107,-0.4107,-1.0172
Tanespimycin,SNS-314,351,345,475438,-1.0186,-0.2044,-0.2044,-1.0184
Navitoclax,Everolimus,128,37,385397,-1.0197,-0.4264,-0.4264,-1.0193
Elesclomol,GW0742,239,315,489154,-1.0212,-0.8134,-0.8134,-1.0204
Fingolimod,PDK1 inhibitor AR-12,312,334,416209,-1.0205,-0.41,-0.4099,-1.0205
IMD-0354,Veliparib,174,102,385690,-1.0279,-0.1501,-0.1501,-1.0278
Everolimus,JZL-184,37,323,389823,-1.0323,-0.4402,-0.4402,-1.0321
Darinaparsin,ZM-336372,307,362,513333,-1.033,-0.2112,-0.2112,-1.0329
BMS-387032,Tofacitinib,344,305,532371,-1.0332,-0.2864,-0.2864,-1.0331
IMD-0354,GSK650394A,174,173,529102,-1.0356,-0.2263,-0.2263,-1.0354
ZM-336372,Tofacitinib,362,305,533087,-1.0385,-0.152,-0.152,-1.0385
Nutlin-3,Lestaurtinib,220,327,385998,-1.0387,-0.218,-0.218,-1.0386
Everolimus,L-779450,37,326,389826,-1.0404,-0.4454,-0.4454,-1.0399
Fludarabine,ZM-336372,40,362,533415,-1.0419,-0.0525,-0.0525,-1.0419
PD173074,Nvp-tae 684,228,223,386116,-1.0422,-0.2767,-0.2766,-1.0423
RKI983,Veliparib,342,102,388635,-1.0464,-0.1228,-0.1228,-1.0463
Fingolimod,L-779450,312,326,479338,-1.0476,-0.1518,-0.1518,-1.0475
Sunitinib,Lapatinib,90,52,390435,-1.0497,-0.3138,-0.3138,-1.0495
Dovitinib,Gemcitabine,169,45,385650,-1.0526,-0.4258,-0.4258,-1.0522
Everolimus,Tofacitinib,37,305,389808,-1.0528,-0.4605,-0.4605,-1.0525
Selumetinib,Lestaurtinib,137,327,385460,-1.0588,-0.5561,-0.5562,-1.0582
Bexarotene,Decitabine,363,26,389686,-1.0597,-0.2426,-0.2426,-1.0597
